candidate_id,family,role,decision_tf,partition,source_wave_tf,pivot_type,n_events,TOTAL_SIGNALS,MATCHED_POST_C_SIGNALS,PRE_C_WARNING_SIGNALS,UNMATCHED_SIGNALS,FALSE_POSITIVE_RATE,PRECISION,EVENT_RECALL,SIGNALS_PER_YEAR,FALSE_SIGNALS_PER_YEAR,MEDIAN_DELAY_SECONDS,P75_DELAY_SECONDS,P90_DELAY_SECONDS,MEDIAN_PRICE_DISTANCE_FROM_C_PCT,MEDIAN_PRICE_DISTANCE_FROM_C_ATR,MEDIAN_REMAINING_WAVE_FRACTION,MEDIAN_MAE_AFTER_SIGNAL,P90_MAE_AFTER_SIGNAL,MEDIAN_MFE_AFTER_SIGNAL,MFE_MAE_RATIO,PRE_C_SIGNAL_RATE,MEDIAN_PRE_C_LEAD,MEDIAN_ADVERSE_EXTENSION_AFTER_PRE_C,SCANNED_TIME_FROM,SCANNED_TIME_TO,VALID_DECISION_BARS,YEARS_COVERED,sample_flag,direction,event_primitive,parameter_set_id,is_reference,PRECISION_DELTA,FPR_DELTA,PREMATURE_DELTA,discovery_fold_stability,RECALL_DELTA,MEDIAN_DELAY_SECONDS_DELTA
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|1D|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,1D,DISCOVERY,1D,HIGH,101,24,18,3,2,0.08333333333333333,0.75,0.1782178217821782,8.184873949579831,0.6820728291316526,172799.999999,259199.999999,483839.9999990001,10.231391996309544,1.4887401970934,0.3665539536988922,3.6863682951827883,6.015980795650436,4.294499487529892,1.3155845420033103,0.125,432000.000001,20.24000000000001,,,1125,2.9322381930184807,INSUFFICIENT,DOWN,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.43333333333333335,-0.05333333333333333,-0.265,STABLE_POSITIVE_FOLDS,-0.7623762376237624,86399.99999999999
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|1D|UP,INVERSE_PREDICTOR,DIRECTIONAL,1D,DISCOVERY,1D,LOW,102,26,17,7,1,0.038461538461538464,0.6538461538461539,0.16666666666666666,9.402475247524752,0.3616336633663366,345599.999999,431999.999999,501119.99999900005,11.62634948699402,1.874053682037167,0.44892225551112735,1.7306538298071446,3.416384095074686,10.186893945962314,6.676298812119483,0.2692307692307692,172800.000001,166.97999999999996,,,1125,2.7652292950034223,INSUFFICIENT,UP,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.32608695652173914,-0.09531772575250835,-0.05518394648829433,STABLE_POSITIVE_FOLDS,-0.7941176470588236,172800.0
