cluster_id,members,size
597,"['MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|MACD_5_13_4_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|MACD_5_13_4_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP']",8
598,"['MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|MACD_5_13_4_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|MACD_5_13_4_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN']",8
599,"['MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|UP', 'MACD|DISPLACED_MACD_5_13_4_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|UP', 'MACD|MACD_5_13_4_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|UP', 'MACD|MACD_5_13_4_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|UP']",8
600,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|DOWN']",8
601,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|12H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|12H|UP']",8
602,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|DOWN']",8
603,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|15m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|15m|UP']",8
604,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|DOWN']",8
605,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1D|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1D|UP']",8
606,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|DOWN']",8
607,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|1H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|1H|UP']",8
608,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|DOWN']",8
609,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|2H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|2H|UP']",8
610,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN']",8
611,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP']",8
612,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|DOWN']",8
613,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|4H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|4H|UP']",8
614,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN']",8
615,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP']",8
616,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|DOWN']",8
617,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|6H|UP', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|6H|UP']",8
618,"['MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT2_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT3_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|DISPLACED_MACD_8_21_5_SHIFT5_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|8H|DOWN', 'MACD|MACD_8_21_5_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|8H|DOWN']",8
