cluster_id,members,size
172,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",2
173,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",2
174,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",2
175,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",2
176,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN']",2
177,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP']",2
178,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN']",2
179,"['DMA|DMA_SMA_P14_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_SMA_P14_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP']",2
180,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN']",2
181,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP']",2
182,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN']",2
183,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP']",2
184,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN']",2
185,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP']",2
186,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN']",2
187,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP']",2
188,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN']",2
189,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP']",2
190,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN']",2
191,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP']",2
192,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN']",2
193,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP']",2
194,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN']",2
195,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP']",2
196,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN']",2
197,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP']",2
198,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN']",2
199,"['DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP']",2
200,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN']",2
201,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP']",2
202,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN']",2
203,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP']",2
204,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN']",2
205,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP']",2
206,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN']",2
207,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP']",2
208,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN']",2
209,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP']",2
210,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN']",2
211,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP']",2
212,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",2
213,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",2
214,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",2
215,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",2
216,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'INVERSE|INVERSE_DMA_25X5|DMA_SMA_P25_SHIFT5_V1|6H|DOWN']",3
217,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP']",2
218,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN']",2
219,"['DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_SMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP']",2
220,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN']",4
221,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP']",4
222,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN']",4
223,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP']",4
224,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN']",4
225,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP']",4
226,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN']",4
227,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP']",4
228,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN']",4
229,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP']",4
230,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN']",4
231,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP']",4
232,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN']",4
233,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP']",4
234,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN']",4
235,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP']",4
236,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN']",4
237,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP']",4
238,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN']",4
239,"['DMA|DMA_SMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP']",4
240,"['DMA|DMA_SMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN']",4
241,"['DMA|DMA_SMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP']",4
242,"['DMA|DMA_SMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN']",4
243,"['DMA|DMA_SMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_SMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_SMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP']",4
244,"['DMA|DMA_SMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_SMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN']",4
