candidate_id,family,role,decision_tf,partition,source_wave_tf,pivot_type,n_events,TOTAL_SIGNALS,MATCHED_POST_C_SIGNALS,PRE_C_WARNING_SIGNALS,UNMATCHED_SIGNALS,FALSE_POSITIVE_RATE,PRECISION,EVENT_RECALL,SIGNALS_PER_YEAR,FALSE_SIGNALS_PER_YEAR,MEDIAN_DELAY_SECONDS,P75_DELAY_SECONDS,P90_DELAY_SECONDS,MEDIAN_PRICE_DISTANCE_FROM_C_PCT,MEDIAN_PRICE_DISTANCE_FROM_C_ATR,MEDIAN_REMAINING_WAVE_FRACTION,MEDIAN_MAE_AFTER_SIGNAL,P90_MAE_AFTER_SIGNAL,MEDIAN_MFE_AFTER_SIGNAL,MFE_MAE_RATIO,PRE_C_SIGNAL_RATE,MEDIAN_PRE_C_LEAD,MEDIAN_ADVERSE_EXTENSION_AFTER_PRE_C,SCANNED_TIME_FROM,SCANNED_TIME_TO,VALID_DECISION_BARS,YEARS_COVERED,sample_flag,direction,event_primitive,parameter_set_id,is_reference,PRECISION_DELTA,FPR_DELTA,PREMATURE_DELTA,discovery_fold_stability,RECALL_DELTA,MEDIAN_DELAY_SECONDS_DELTA
DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,16285,0,0,16285,1.0,0.0,,5288.1106611019195,5288.1106611019195,,,,,,,,,,,0.0,,,,,323329,3.079549775648338,NORMAL,DOWN,MA_SLOPE_TURN_DOWN,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,16282,0,0,16282,1.0,0.0,,5286.15740546413,5286.15740546413,,,,,,,,,,,0.0,,,,,323329,3.080120161228991,NORMAL,UP,MA_SLOPE_TURN_UP,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,18795,0,0,18795,1.0,0.0,,6101.752181199251,6101.752181199251,,,,,,,,,,,0.0,,,,,323329,3.080262757624154,NORMAL,DOWN,PRICE_CROSS_DOWN_MA,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,18793,0,0,18793,1.0,0.0,,6100.83928488765,6100.83928488765,,,,,,,,,,,0.0,,,,,323329,3.080395847592973,NORMAL,UP,PRICE_CROSS_UP_MA,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,44424,0,0,44424,1.0,0.0,,14420.855576951564,14420.855576951564,,,,,,,,,,,0.0,,,,,323329,3.080538443988136,NORMAL,DOWN,MA_SLOPE_TURN_DOWN,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,44453,0,0,44453,1.0,0.0,,14430.180453633699,14430.180453633699,,,,,,,,,,,0.0,,,,,323329,3.0805574568408245,NORMAL,UP,MA_SLOPE_TURN_UP,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,61677,0,0,61677,1.0,0.0,,20021.438066465256,20021.438066465256,,,,,,,,,,,0.0,,,,,323329,3.08054795041448,NORMAL,DOWN,PRICE_CROSS_DOWN_MA,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,61710,0,0,61710,1.0,0.0,,20032.02681059463,20032.02681059463,,,,,,,,,,,0.0,,,,,323329,3.0805669632671684,NORMAL,UP,PRICE_CROSS_UP_MA,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,29634,0,0,29634,1.0,0.0,,9620.63752013777,9620.63752013777,,,,,,,,,,,0.0,,,,,323329,3.0802532511978096,NORMAL,DOWN,MA_SLOPE_TURN_DOWN,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,29656,0,0,29656,1.0,0.0,,9627.393527162525,9627.393527162525,,,,,,,,,,,0.0,,,,,323329,3.0803768347402842,NORMAL,UP,MA_SLOPE_TURN_UP,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P7_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN,DMA,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,36848,0,0,36848,1.0,0.0,,11961.840562893469,11961.840562893469,,,,,,,,,,,0.0,,,,,323329,3.0804623925773824,NORMAL,DOWN,PRICE_CROSS_DOWN_MA,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P7_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP,DMA,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,36845,0,0,36845,1.0,0.0,,11961.161984001581,11961.161984001581,,,,,,,,,,,0.0,,,,,323329,3.0803863411666286,NORMAL,UP,PRICE_CROSS_UP_MA,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|CROSSED_OB_BAND_UP|5m|UP,DNO_QUANTILE,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,21756,0,0,21756,1.0,0.0,,7062.946617986994,7062.946617986994,,,,,,,,,,,0.0,,,,,323329,3.080300783329531,NORMAL,UP,CROSSED_OB_BAND_UP,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|CROSSED_OS_BAND_DOWN|5m|DOWN,DNO_QUANTILE,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,22859,0,0,22859,1.0,0.0,,7420.456006517554,7420.456006517554,,,,,,,,,,,0.0,,,,,323329,3.080538443988136,NORMAL,DOWN,CROSSED_OS_BAND_DOWN,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|FORECAST_OB_CROSS|5m|UP,DNO_QUANTILE,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,32696,0,0,32696,1.0,0.0,,10614.416798600116,10614.416798600116,,,,,,,,,,,0.0,,,,,323329,3.0803388090349078,NORMAL,UP,FORECAST_OB_CROSS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|FORECAST_OS_CROSS|5m|DOWN,DNO_QUANTILE,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,33426,0,0,33426,1.0,0.0,,10850.700488816472,10850.700488816472,,,,,,,,,,,0.0,,,,,323329,3.080538443988136,NORMAL,DOWN,FORECAST_OS_CROSS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_25X5|DMA_SMA_P25_SHIFT5_V1|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,18691,0,0,18691,1.0,0.0,,6069.206344110584,6069.206344110584,,,,,,,,,,,0.0,,,,,323329,3.07964483991178,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_25X5|DMA_SMA_P25_SHIFT5_V1|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,18734,0,0,18734,1.0,0.0,,6081.685902361796,6081.685902361796,,,,,,,,,,,0.0,,,,,323329,3.080395847592973,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P25_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_3X3|DMA_SMA_P3_SHIFT3_V1|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,57311,0,0,57311,1.0,0.0,,18605.306043594865,18605.306043594865,,,,,,,,,,,0.0,,,,,323329,3.080357821887596,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_3X3|DMA_SMA_P3_SHIFT3_V1|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,57936,0,0,57936,1.0,0.0,,18806.927650277274,18806.927650277274,,,,,,,,,,,0.0,,,,,323329,3.0805669632671684,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P3_SHIFT3_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_7X5|DMA_SMA_P7_SHIFT5_V1|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,35650,0,0,35650,1.0,0.0,,11572.652199674123,11572.652199674123,,,,,,,,,,,0.0,,,,,323329,3.080538443988136,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DMA_7X5|DMA_SMA_P7_SHIFT5_V1|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,35659,0,0,35659,1.0,0.0,,11576.395426278837,11576.395426278837,,,,,,,,,,,0.0,,,,,323329,3.080319796182219,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P7_SHIFT5_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DNO_N7_OB_OS|DNO_PERIOD_7_REFERENCE|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,14358,0,0,14358,1.0,0.0,,4661.492063394084,4661.492063394084,,,,,,,,,,,0.0,,,,,323329,3.080129667655335,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DNO_PERIOD_7_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_DNO_N7_OB_OS|DNO_PERIOD_7_REFERENCE|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,14379,0,0,14379,1.0,0.0,,4667.7192991118545,4667.7192991118545,,,,,,,,,,,0.0,,,,,323329,3.0805194311354476,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DNO_PERIOD_7_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,9376,0,0,9376,1.0,0.0,,3044.74187862155,3044.74187862155,,,,,,,,,,,0.0,,,,,323329,3.079407179253175,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,9323,0,0,9323,1.0,0.0,,3026.848649082413,3026.848649082413,,,,,,,,,,,0.0,,,,,323329,3.0801011483763023,NORMAL,UP,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_STOCH_14_3_3_POINT_BAR|STOCH_K14_KS3_D3_SHIFT0_V1|5m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,20212,0,0,20212,1.0,0.0,,6561.879128679625,6561.879128679625,,,,,,,,,,,0.0,,,,,323329,3.080215225492433,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
INVERSE|INVERSE_STOCH_14_3_3_POINT_BAR|STOCH_K14_KS3_D3_SHIFT0_V1|5m|UP,INVERSE_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,18790,0,0,18790,1.0,0.0,,6099.526556005074,6099.526556005074,,,,,,,,,,,0.0,,,,,323329,3.0805669632671684,NORMAL,UP,INVERSE_THRESHOLD_CROSS,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|DINAPOLI_MACD_REFERENCE_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN,MACD,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,16215,0,0,16215,1.0,0.0,,5264.242532730067,5264.242532730067,,,,,,,,,,,0.0,,,,,323329,3.080215225492433,NORMAL,DOWN,HIST_CROSS_DOWN_ZERO,DINAPOLI_MACD_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|DINAPOLI_MACD_REFERENCE_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP,MACD,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,16215,0,0,16215,1.0,0.0,,5264.421255358747,5264.421255358747,,,,,,,,,,,0.0,,,,,323329,3.0801106548026467,NORMAL,UP,HIST_CROSS_UP_ZERO,DINAPOLI_MACD_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|DINAPOLI_MACD_REFERENCE_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN,MACD,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,16215,0,0,16215,1.0,0.0,,5264.242532730067,5264.242532730067,,,,,,,,,,,0.0,,,,,323329,3.080215225492433,NORMAL,DOWN,MACD_CROSS_DOWN_SIGNAL,DINAPOLI_MACD_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|DINAPOLI_MACD_REFERENCE_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP,MACD,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,16215,0,0,16215,1.0,0.0,,5264.421255358747,5264.421255358747,,,,,,,,,,,0.0,,,,,323329,3.0801106548026467,NORMAL,UP,MACD_CROSS_UP_SIGNAL,DINAPOLI_MACD_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|MACD_12_26_9_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|DOWN,MACD,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,12948,0,0,12948,1.0,0.0,,4203.615336421687,4203.615336421687,,,,,,,,,,,0.0,,,,,323329,3.0802057190660888,NORMAL,DOWN,HIST_CROSS_DOWN_ZERO,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|MACD_12_26_9_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|5m|UP,MACD,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,12946,0,0,12946,1.0,0.0,,4203.108721551102,4203.108721551102,,,,,,,,,,,0.0,,,,,323329,3.0801011483763023,NORMAL,UP,HIST_CROSS_UP_ZERO,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|MACD_12_26_9_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|DOWN,MACD,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,12948,0,0,12948,1.0,0.0,,4203.615336421687,4203.615336421687,,,,,,,,,,,0.0,,,,,323329,3.0802057190660888,NORMAL,DOWN,MACD_CROSS_DOWN_SIGNAL,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
MACD|MACD_12_26_9_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|5m|UP,MACD,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,12946,0,0,12946,1.0,0.0,,4203.108721551102,4203.108721551102,,,,,,,,,,,0.0,,,,,323329,3.0801011483763023,NORMAL,UP,MACD_CROSS_UP_SIGNAL,MACD_12_26_9_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|CROSSED_OB_BAND_UP|5m|UP,OSC_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,19542,0,0,19542,1.0,0.0,,6344.185641142758,6344.185641142758,,,,,,,,,,,0.0,,,,,323329,3.080300783329531,NORMAL,UP,CROSSED_OB_BAND_UP,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|CROSSED_OS_BAND_DOWN|5m|DOWN,OSC_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,19368,0,0,19368,1.0,0.0,,6288.221632365831,6288.221632365831,,,,,,,,,,,0.0,,,,,323329,3.080044109818237,NORMAL,DOWN,CROSSED_OS_BAND_DOWN,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|FORECAST_OB_CROSS|5m|UP,OSC_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,28821,0,0,28821,1.0,0.0,,9356.4382968086,9356.4382968086,,,,,,,,,,,0.0,,,,,323329,3.0803388090349078,NORMAL,UP,FORECAST_OB_CROSS,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|FORECAST_OS_CROSS|5m|DOWN,OSC_PREDICTOR,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,28802,0,0,28802,1.0,0.0,,9350.847308854438,9350.847308854438,,,,,,,,,,,0.0,,,,,323329,3.0801486805080236,NORMAL,DOWN,FORECAST_OS_CROSS,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
PURE_DNO|DNO_PERIOD_7_REFERENCE|DNO_ZERO_CROSS_DOWN|5m|DOWN,PURE_DNO,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,36846,0,0,36846,1.0,0.0,,11961.19130971485,11961.19130971485,,,,,,,,,,,0.0,,,,,323329,3.0804623925773824,NORMAL,DOWN,DNO_ZERO_CROSS_DOWN,DNO_PERIOD_7_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
PURE_DNO|DNO_PERIOD_7_REFERENCE|DNO_ZERO_CROSS_UP|5m|UP,PURE_DNO,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,36842,0,0,36842,1.0,0.0,,11960.188080189611,11960.188080189611,,,,,,,,,,,0.0,,,,,323329,3.0803863411666286,NORMAL,UP,DNO_ZERO_CROSS_UP,DNO_PERIOD_7_REFERENCE,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
STOCH|DINAPOLI_PREFERRED_STOCHASTIC_REFERENCE_V1|K_CROSS_UP_D|K_CROSS_DOWN_D|5m|DOWN,STOCHASTIC,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,29249,0,0,29249,1.0,0.0,,9495.091017383817,9495.091017383817,,,,,,,,,,,0.0,,,,,323329,3.08043387329835,NORMAL,DOWN,K_CROSS_DOWN_D,DINAPOLI_PREFERRED_STOCHASTIC_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
STOCH|DINAPOLI_PREFERRED_STOCHASTIC_REFERENCE_V1|K_CROSS_UP_D|K_CROSS_DOWN_D|5m|UP,STOCHASTIC,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,29252,0,0,29252,1.0,0.0,,9496.064906168122,9496.064906168122,,,,,,,,,,,0.0,,,,,323329,3.08043387329835,NORMAL,UP,K_CROSS_UP_D,DINAPOLI_PREFERRED_STOCHASTIC_REFERENCE_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
STOCH|STOCH_K14_KS3_D3_SHIFT0_V1|K_CROSS_UP_D|K_CROSS_DOWN_D|5m|DOWN,STOCHASTIC,DIRECTIONAL,5m,DISCOVERY,5m,HIGH,0,38873,0,0,38873,1.0,0.0,,12619.24834973568,12619.24834973568,,,,,,,,,,,0.0,,,,,323329,3.080452886151038,NORMAL,DOWN,K_CROSS_DOWN_D,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
STOCH|STOCH_K14_KS3_D3_SHIFT0_V1|K_CROSS_UP_D|K_CROSS_DOWN_D|5m|UP,STOCHASTIC,DIRECTIONAL,5m,DISCOVERY,5m,LOW,0,38871,0,0,38871,1.0,0.0,,12618.560153067521,12618.560153067521,,,,,,,,,,,0.0,,,,,323329,3.0804623925773824,NORMAL,UP,K_CROSS_UP_D,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.0,0.0,0.0,UNSTABLE_DISCOVERY,,
DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN,DMA,DIRECTIONAL,15m,DISCOVERY,15m,HIGH,75,5413,74,111,5166,0.9543691113984851,0.013670792536486237,0.9866666666666667,1757.290497000222,1677.1037700911043,10799.999999,16874.999999,21329.999999000003,2.019291793346714,3.239237860967454,0.8164253689375836,0.83146741500241,2.7861766251575855,9.472541218048107,12.183279556349834,0.020506188804729354,16200.000001,91.75000000000045,,,107778,3.080310289755875,NORMAL,DOWN,MA_SLOPE_TURN_DOWN,DMA_SMA_P25_SHIFT5_V1,True,0.010972756706570415,-0.0015629700462230778,-0.0007903073460728618,STABLE_POSITIVE_FOLDS,-0.013333333333333308,9000.0
DMA|DMA_SMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP,DMA,DIRECTIONAL,15m,DISCOVERY,15m,LOW,75,5410,72,107,5176,0.956746765249538,0.013308687615526803,0.96,1756.3490917171268,1680.3813121493251,12149.999999,18899.999999,21509.999999,2.843246201031651,3.1835686902780846,0.8010591943607075,1.1219362491417808,3.578407858488241,10.183420876893575,10.069094699165367,0.01977818853974122,13500.000001,81.59999999999991,,,107778,3.0802532511978096,NORMAL,UP,MA_SLOPE_TURN_UP,DMA_SMA_P25_SHIFT5_V1,True,0.010610748840750733,0.0015325489108207746,-0.0020931017944434624,STABLE_POSITIVE_FOLDS,-0.040000000000000036,10350.0
DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN,DMA,DIRECTIONAL,15m,DISCOVERY,15m,HIGH,75,6312,75,128,6030,0.9553231939163498,0.01188212927756654,1.0,2049.8274367428594,1958.2476938465527,7199.999999,11699.999999,14399.999999,1.7708333333333313,2.7200659373595237,0.8591971544715445,0.8667873869709865,2.170284842013695,10.144256542716505,13.55562422744129,0.020278833967046894,18900.000001,88.91000000000008,,,107778,3.0792835957107005,NORMAL,DOWN,PRICE_CROSS_DOWN_MA,DMA_SMA_P25_SHIFT5_V1,True,0.009184093447650718,-0.000608887528358415,-0.0010176621837553225,STABLE_POSITIVE_FOLDS,0.0,5400.0
DMA|DMA_SMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP,DMA,DIRECTIONAL,15m,DISCOVERY,15m,LOW,75,6305,74,115,6046,0.9589214908802538,0.011736716891356067,0.9866666666666667,2047.1749759241425,1963.0800800059262,7199.999999,12149.999999,14399.999999,2.4987507309123105,2.8562242939773337,0.8260973693373337,1.3818143725461804,2.9239360678033197,10.399335603294725,9.045862247173755,0.01823949246629659,16200.000001,91.65999999999985,,,107778,3.079853981291353,NORMAL,UP,PRICE_CROSS_UP_MA,DMA_SMA_P25_SHIFT5_V1,True,0.009038778116579996,0.0037072745415366315,-0.0036317978678880904,STABLE_POSITIVE_FOLDS,-0.013333333333333308,5400.0
