candidate_id,family,role,decision_tf,partition,source_wave_tf,pivot_type,n_events,TOTAL_SIGNALS,MATCHED_POST_C_SIGNALS,PRE_C_WARNING_SIGNALS,UNMATCHED_SIGNALS,FALSE_POSITIVE_RATE,PRECISION,EVENT_RECALL,SIGNALS_PER_YEAR,FALSE_SIGNALS_PER_YEAR,MEDIAN_DELAY_SECONDS,P75_DELAY_SECONDS,P90_DELAY_SECONDS,MEDIAN_PRICE_DISTANCE_FROM_C_PCT,MEDIAN_PRICE_DISTANCE_FROM_C_ATR,MEDIAN_REMAINING_WAVE_FRACTION,MEDIAN_MAE_AFTER_SIGNAL,P90_MAE_AFTER_SIGNAL,MEDIAN_MFE_AFTER_SIGNAL,MFE_MAE_RATIO,PRE_C_SIGNAL_RATE,MEDIAN_PRE_C_LEAD,MEDIAN_ADVERSE_EXTENSION_AFTER_PRE_C,SCANNED_TIME_FROM,SCANNED_TIME_TO,VALID_DECISION_BARS,YEARS_COVERED,sample_flag,direction,event_primitive,parameter_set_id,is_reference,PRECISION_DELTA,FPR_DELTA,PREMATURE_DELTA,discovery_fold_stability,RECALL_DELTA,MEDIAN_DELAY_SECONDS_DELTA
DMA|DMA_SMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN,DMA,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,5067,78,152,4714,0.9303335306887704,0.015393724097098875,1.0,1645.6650302884348,1531.017357959282,7199.999999,12599.999999,14399.999999,1.6730061905138343,1.8405260448024507,0.8930936848401891,0.7289640282595485,2.381917010240914,14.56902215627488,21.25923494397752,0.029998026445628576,21600.000001,17.114999999999995,,,53893,3.0789984029203743,NORMAL,DOWN,MA_SLOPE_TURN_DOWN,DMA_SMA_P7_SHIFT5_V1,True,0.009949077999095245,-0.0002123299841320092,-0.0038565037791375816,STABLE_POSITIVE_FOLDS,0.0,3599.9999999999995
DMA|DMA_SMA_P7_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP,DMA,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,5067,78,157,4729,0.9332938622459048,0.015393724097098875,1.0,1645.086,1535.3486666666665,10799.999999,12599.999999,14399.999999,2.7766482103537893,2.231259556640844,0.8549665167770522,1.1312511250850568,3.1088759466097993,14.345761571689692,15.556358381502987,0.030984803631340044,21600.000001,13.349999999999994,,,53893,3.080082135523614,NORMAL,UP,MA_SLOPE_TURN_UP,DMA_SMA_P7_SHIFT5_V1,True,0.009950977603483634,0.002095760229297472,-0.002090348137552569,STABLE_POSITIVE_FOLDS,0.0,7200.0
DMA|DMA_SMA_P7_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN,DMA,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,6284,78,208,5837,0.9288669637173774,0.012412476129853597,1.0,2040.5076307601125,1895.3601274262853,5399.999999,8549.999999,10799.999999,1.4970852013155458,1.835269739125288,0.9059376353690085,0.626564120848877,2.208493471151334,14.623204395742277,22.190549551860293,0.033099936346276254,20700.000001,18.049999999999997,,,53893,3.079625827059092,NORMAL,DOWN,PRICE_CROSS_DOWN_MA,DMA_SMA_P7_SHIFT5_V1,True,0.0069678300318499675,-0.0016788969555250333,-0.0007545938784899037,STABLE_POSITIVE_FOLDS,0.0,1799.9999999999995
DMA|DMA_SMA_P7_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP,DMA,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,6284,77,195,5867,0.9336409929980903,0.0122533418204965,0.9871794871794872,2040.2053333333333,1904.8193333333334,7199.999999,8999.999999,11519.99999900001,2.664709336465068,2.060534124629082,0.864891430613887,1.063389034663715,3.111348662244199,15.135153685125651,13.672588704959427,0.03103119032463399,23400.000001,14.029999999999973,,,53893,3.080082135523614,NORMAL,UP,PRICE_CROSS_UP_MA,DMA_SMA_P7_SHIFT5_V1,True,0.00681059532688126,0.0024428909814829813,-0.0020439614442586233,STABLE_POSITIVE_FOLDS,-0.012820512820512775,3599.9999999999995
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|CROSSED_OB_BAND_UP|30m|UP,DNO_QUANTILE,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,3480,77,103,3179,0.9135057471264367,0.022126436781609197,0.9871794871794872,1129.8190774244922,1032.0962204403622,7199.999999,10799.999999,17639.99999900002,2.72162162162162,2.4101888449714477,0.8604538870111058,1.0148536671368165,3.1861147568688843,15.135153685125651,14.22665089037933,0.02959770114942529,23400.000001,15.389999999999986,,,53893,3.0801391740816793,NORMAL,UP,CROSSED_OB_BAND_UP,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.016683690287993956,-0.017692354890170625,-0.0034774506194673246,STABLE_POSITIVE_FOLDS,-0.012820512820512775,3599.9999999999995
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|CROSSED_OS_BAND_DOWN|30m|DOWN,DNO_QUANTILE,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,3780,76,105,3451,0.912962962962963,0.020105820105820106,0.9743589743589743,1227.3536438559124,1120.528419298083,7199.999999,10799.999999,17099.999999,1.9666235382165966,2.226526647699138,0.880064784329821,0.7624758687635063,2.7253275074210075,13.221368234758181,17.400355352695232,0.027777777777777776,23400.000001,21.360000000000014,,,53893,3.079796942733288,NORMAL,DOWN,CROSSED_OS_BAND_DOWN,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.014661174007816476,-0.017582897709939482,-0.006076752446988382,STABLE_POSITIVE_FOLDS,-0.02564102564102566,3599.9999999999995
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|FORECAST_OB_CROSS|30m|UP,DNO_QUANTILE,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,5227,77,123,4852,0.9282571264587718,0.014731203367132198,0.9871794871794872,1697.2212468052007,1575.4577175241695,8999.999999,14399.999999,23399.999999,2.731523254860141,2.4401816407079027,0.8547089148748893,1.1304033672700913,3.4300835491544124,14.441161386131052,12.288898722943218,0.02353166252152286,23400.000001,18.559999999999945,,,53893,3.0797399041752223,NORMAL,UP,FORECAST_OB_CROSS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.009288456873516957,-0.002940975557835568,-0.009543489247369752,STABLE_POSITIVE_FOLDS,-0.012820512820512775,5400.0
DNO_QUANTILE|CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1|FORECAST_OS_CROSS|30m|DOWN,DNO_QUANTILE,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,5287,77,130,4884,0.9237752979005107,0.014564024966899944,0.9871794871794872,1716.6716177423834,1585.8188350773219,7199.999999,12599.999999,18719.99999900001,2.0113768503095564,2.167149758454111,0.8792335277284742,0.8885544458126249,2.846608750892462,13.430187423755132,16.509889652300572,0.024588613580480423,23400.000001,17.33,,,53893,3.079796942733288,NORMAL,DOWN,FORECAST_OS_CROSS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,True,0.009119378868896313,-0.006770562772391742,-0.009265916644285735,STABLE_POSITIVE_FOLDS,-0.012820512820512775,3599.9999999999995
INVERSE|INVERSE_DMA_25X5|DMA_SMA_P25_SHIFT5_V1|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,3032,71,72,2839,0.9363456464379947,0.02341688654353562,0.9102564102564102,984.4075631030205,921.7457360321488,14399.999999,23399.999999,32399.999999,2.5959805755642904,2.7796899445313836,0.846093545858375,1.2930950969336903,3.973319945492356,15.465997271987433,10.926755765199136,0.023746701846965697,21600.000001,18.139999999999986,,,53893,3.0800250969655485,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P25_SHIFT5_V1,True,0.01797224044553199,0.0057997857650922136,-0.01010782837780046,STABLE_POSITIVE_FOLDS,-0.08974358974358976,10800.0
INVERSE|INVERSE_DMA_25X5|DMA_SMA_P25_SHIFT5_V1|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,3062,72,73,2897,0.9461136512083606,0.023514043109079032,0.9230769230769231,994.0925150920336,940.5244990926262,16199.999999,26999.999999,35999.999999,3.5304476727438114,2.9965805968012647,0.8299394370615959,1.3109089446308464,4.592724185493893,14.187960744930818,11.147900408769837,0.023840627041149576,25200.000001,13.470000000000027,,,53893,3.0801962126397444,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P25_SHIFT5_V1,True,0.01807129661546379,0.014915549191753197,-0.009234524727743037,STABLE_POSITIVE_FOLDS,-0.07692307692307687,12600.0
INVERSE|INVERSE_DMA_3X3|DMA_SMA_P3_SHIFT3_V1|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,9881,78,314,9183,0.9293593765813177,0.00789393786054043,1.0,3207.6749250083326,2981.0827685812687,3599.999999,7199.999999,13139.999998999994,1.3776435358227062,1.599798671623054,0.9188428162461977,0.5636903700063599,1.7914246270367271,14.416578312248259,28.532001111339106,0.03177816010525251,21600.000001,15.600000000000023,,,53893,3.0804243668720055,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P3_SHIFT3_V1,True,0.002449291762536801,-0.0011864840915847275,-0.00207637011951365,STABLE_POSITIVE_FOLDS,0.0,0.0
INVERSE|INVERSE_DMA_3X3|DMA_SMA_P3_SHIFT3_V1|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,10036,78,324,9317,0.9283579115185333,0.007772020725388601,1.0,3258.2339913336546,3024.807303433206,3599.999999,7199.999999,10799.999999,2.027217063195324,1.7975740464954477,0.8973497784018363,0.9362919600136266,2.6942467544503015,16.480266563178745,22.73628590475472,0.03228377839776803,21600.000001,16.039999999999978,,,53893,3.0801962126397444,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P3_SHIFT3_V1,True,0.002329274231773361,-0.0028401904980740467,-0.0007913733711245804,STABLE_POSITIVE_FOLDS,0.0,0.0
INVERSE|INVERSE_DMA_7X5|DMA_SMA_P7_SHIFT5_V1|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,6150,78,191,5712,0.9287804878048781,0.012682926829268294,1.0,1997.4767965319847,1855.2174734619018,7199.999999,12149.999999,16199.999999,1.676208140381488,1.9088538404768027,0.8947426493403292,0.8573582966290795,2.9005147024060633,14.00952280450879,18.87929007147681,0.03105691056910569,19800.000001,14.539999999999964,,,53893,3.0788843258042435,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DMA_SMA_P7_SHIFT5_V1,True,0.007238280731264664,-0.0017653728680243619,-0.002797619655660468,STABLE_POSITIVE_FOLDS,0.0,3599.9999999999995
INVERSE|INVERSE_DMA_7X5|DMA_SMA_P7_SHIFT5_V1|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,6153,78,182,5752,0.9348285389241021,0.012676743052169674,1.0,1997.7479906663211,1867.5518352531576,7199.999999,12599.999999,25739.999998999996,2.675327173318858,2.252084521094644,0.8646327046254929,1.0547905364824945,4.257216306281386,14.401292662662122,13.698311347616114,0.02957906712172924,23400.000001,14.100000000000023,,,53893,3.0799680584074833,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DMA_SMA_P7_SHIFT5_V1,True,0.007233996558554434,0.0036304369074947607,-0.003496084647163375,STABLE_POSITIVE_FOLDS,0.0,3599.9999999999995
INVERSE|INVERSE_DNO_N7_OB_OS|DNO_PERIOD_7_REFERENCE|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,3259,52,104,3034,0.930960417305922,0.01595581466707579,0.6666666666666666,1058.265044174029,985.202867144524,4499.999999,7649.999999,12599.999999,1.5317316184181369,1.7281720870229802,0.9093089830798257,0.7079424895940136,2.726053280281395,17.184582393429924,23.906947639020615,0.03191162933415158,18900.000001,86.51499999999987,,,53893,3.0795687885010268,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,DNO_PERIOD_7_REFERENCE,True,0.010511168569072159,0.00041455663301959156,-0.0019429008906145795,STABLE_POSITIVE_FOLDS,-0.33333333333333337,899.9999999999995
INVERSE|INVERSE_DNO_N7_OB_OS|DNO_PERIOD_7_REFERENCE|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,3176,50,92,2972,0.9357682619647355,0.015743073047858942,0.6410256410256411,1031.3896308370533,965.1416822568397,7199.999999,13949.999999,30599.999999,2.8744942442167547,2.085638780658663,0.856855254038613,1.173466110977861,5.053367776926535,15.57596506381486,15.323933214272472,0.028967254408060455,18900.000001,79.00500000000011,,,53893,3.0793406342687657,NORMAL,UP,INVERSE_THRESHOLD_CROSS,DNO_PERIOD_7_REFERENCE,True,0.010300326554243702,0.00457015994812815,-0.0041078973608321585,STABLE_POSITIVE_FOLDS,-0.3589743589743589,3599.9999999999995
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,1485,28,34,1415,0.9528619528619529,0.018855218855218854,0.358974358974359,484.291374467531,461.4628248293309,7199.999999,22049.999999,38339.999999,1.9464449276990239,2.5169902937329107,0.8773534717716757,0.8881376025269941,4.045418762038676,14.722245947821673,16.729780203084395,0.022895622895622896,27000.000001,13.060000000000002,,,53893,3.066335843029888,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.013410572757215224,0.022316092189050396,-0.010958907329143262,STABLE_POSITIVE_FOLDS,-0.641025641025641,3599.9999999999995
INVERSE|INVERSE_MACD_12_26_9_SIGNAL_CROSS|MACD_12_26_9_SHIFT0_V1|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,1588,33,40,1500,0.9445843828715366,0.020780856423173802,0.4230769230769231,515.8094673459935,487.2255673923113,12599.999999,17999.999999,33839.999999,2.9611451942740326,2.475138121546937,0.890713495040248,1.3937936734540541,4.826062700619399,16.75012114359555,12.980436726847216,0.02518891687657431,28800.000001,14.120000000000019,,,53893,3.0786561715719825,NORMAL,UP,INVERSE_THRESHOLD_CROSS,MACD_12_26_9_SHIFT0_V1,True,0.015338109929558561,0.013386280854929211,-0.007886234892318305,STABLE_POSITIVE_FOLDS,-0.5769230769230769,9000.0
INVERSE|INVERSE_STOCH_14_3_3_POINT_BAR|STOCH_K14_KS3_D3_SHIFT0_V1|30m|DOWN,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,3224,60,135,3000,0.9305210918114144,0.018610421836228287,0.7692307692307693,1046.8610375419037,974.1262756283222,3599.999999,7199.999999,32399.999999,1.3507072217640652,1.5192056065643205,0.9081206031787388,0.5807958209104784,1.5278955981031792,13.70101073660581,24.90144230769215,0.04187344913151365,18000.000001,13.360000000000014,,,53893,3.079682865617157,NORMAL,DOWN,INVERSE_THRESHOLD_CROSS,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.013165775738224656,-2.4768861488055904e-05,0.00801891890674749,STABLE_POSITIVE_FOLDS,-0.23076923076923073,0.0
INVERSE|INVERSE_STOCH_14_3_3_POINT_BAR|STOCH_K14_KS3_D3_SHIFT0_V1|30m|UP,INVERSE_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,2576,52,127,2383,0.9250776397515528,0.020186335403726708,0.6666666666666666,836.356821422619,773.6949943517473,3599.999999,5399.999999,10619.999998999998,1.8076504476242379,1.4608821262001817,0.9190856806040073,0.6243036768231909,2.3787866128716053,16.691450046298115,25.460669769806966,0.04930124223602485,23400.000001,18.790000000000077,,,53893,3.0800250969655485,NORMAL,UP,INVERSE_THRESHOLD_CROSS,STOCH_K14_KS3_D3_SHIFT0_V1,True,0.014743588910111467,-0.006120462265054583,0.016226090467132234,STABLE_POSITIVE_FOLDS,-0.33333333333333337,0.0
MACD|DINAPOLI_MACD_REFERENCE_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN,MACD,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,2631,69,97,2439,0.927023945267959,0.026225769669327253,0.8846153846153846,854.5144868469803,792.155390885513,8999.999999,12599.999999,17999.999999,1.8263820666249901,2.235630689206764,0.8864473684210527,0.758410155051633,3.1136080453598884,14.561920280772132,18.69655172413771,0.03686811098441657,21600.000001,19.940000000000055,,,53893,3.078941364362309,NORMAL,DOWN,HIST_CROSS_DOWN_ZERO,DINAPOLI_MACD_REFERENCE_V1,True,0.020781123571323622,-0.0035219154049435097,0.003013580759650414,STABLE_POSITIVE_FOLDS,-0.11538461538461542,5400.0
MACD|DINAPOLI_MACD_REFERENCE_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP,MACD,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,2631,72,81,2461,0.935385784872672,0.027366020524515394,0.9230769230769231,854.2929214357151,799.0934548283143,8999.999999,12599.999999,16199.999999,2.6519833154473877,2.2161043294710767,0.8744396999376802,1.170564370744751,3.563204340179076,14.958561541363547,12.245511049723842,0.03078677309007982,27000.000001,14.340000000000146,,,53893,3.0797399041752223,NORMAL,UP,HIST_CROSS_UP_ZERO,DINAPOLI_MACD_REFERENCE_V1,True,0.021923274030900154,0.004187682856064634,-0.002288378678812795,STABLE_POSITIVE_FOLDS,-0.07692307692307687,5400.0
MACD|DINAPOLI_MACD_REFERENCE_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN,MACD,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,2631,69,97,2439,0.927023945267959,0.026225769669327253,0.8846153846153846,854.5144868469803,792.155390885513,8999.999999,12599.999999,17999.999999,1.8263820666249901,2.235630689206764,0.8864473684210527,0.758410155051633,3.1136080453598884,14.561920280772132,18.69655172413771,0.03686811098441657,21600.000001,19.940000000000055,,,53893,3.078941364362309,NORMAL,DOWN,MACD_CROSS_DOWN_SIGNAL,DINAPOLI_MACD_REFERENCE_V1,True,0.020781123571323622,-0.0035219154049435097,0.003013580759650414,STABLE_POSITIVE_FOLDS,-0.11538461538461542,5400.0
MACD|DINAPOLI_MACD_REFERENCE_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP,MACD,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,2631,72,81,2461,0.935385784872672,0.027366020524515394,0.9230769230769231,854.2929214357151,799.0934548283143,8999.999999,12599.999999,16199.999999,2.6519833154473877,2.2161043294710767,0.8744396999376802,1.170564370744751,3.563204340179076,14.958561541363547,12.245511049723842,0.03078677309007982,27000.000001,14.340000000000146,,,53893,3.0797399041752223,NORMAL,UP,MACD_CROSS_UP_SIGNAL,DINAPOLI_MACD_REFERENCE_V1,True,0.021923274030900154,0.004187682856064634,-0.002288378678812795,STABLE_POSITIVE_FOLDS,-0.07692307692307687,5400.0
MACD|MACD_12_26_9_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|DOWN,MACD,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,2067,68,60,1927,0.9322689888727624,0.03289791969037252,0.8717948717948718,671.4341510412806,625.9572370858964,8999.999999,14399.999999,19799.999999,1.7517000731890238,2.1444998867449465,0.8712811429766543,0.7967070625556052,3.243479043779486,14.789485267656886,19.272605492297306,0.02902757619738752,22500.000001,16.36500000000001,,,53893,3.078485055897787,NORMAL,DOWN,HIST_CROSS_DOWN_ZERO,MACD_12_26_9_SHIFT0_V1,True,0.02745327359236889,0.0017231281998599801,-0.004826954027378639,STABLE_POSITIVE_FOLDS,-0.1282051282051282,5400.0
MACD|MACD_12_26_9_SHIFT0_V1|HIST_CROSS_UP_ZERO|HIST_CROSS_DOWN_ZERO|30m|UP,MACD,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,2067,67,69,1919,0.9283986453797775,0.0324141267537494,0.8589743589743589,671.1605733970441,623.1045671741305,12599.999999,16199.999999,21599.999999,2.664709336465068,2.4215283483977035,0.8753883327580261,1.1106131899320426,3.891359102801624,14.567142283309167,13.536428207739323,0.033381712626995644,25200.000001,14.340000000000032,,,53893,3.0797399041752223,NORMAL,UP,HIST_CROSS_UP_ZERO,MACD_12_26_9_SHIFT0_V1,True,0.026971380260134157,-0.0027994566368299,0.00030656085810303046,STABLE_POSITIVE_FOLDS,-0.14102564102564108,9000.0
MACD|MACD_12_26_9_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|DOWN,MACD,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,2067,68,60,1927,0.9322689888727624,0.03289791969037252,0.8717948717948718,671.4341510412806,625.9572370858964,8999.999999,14399.999999,19799.999999,1.7517000731890238,2.1444998867449465,0.8712811429766543,0.7967070625556052,3.243479043779486,14.789485267656886,19.272605492297306,0.02902757619738752,22500.000001,16.36500000000001,,,53893,3.078485055897787,NORMAL,DOWN,MACD_CROSS_DOWN_SIGNAL,MACD_12_26_9_SHIFT0_V1,True,0.02745327359236889,0.0017231281998599801,-0.004826954027378639,STABLE_POSITIVE_FOLDS,-0.1282051282051282,5400.0
MACD|MACD_12_26_9_SHIFT0_V1|MACD_CROSS_UP_SIGNAL|MACD_CROSS_DOWN_SIGNAL|30m|UP,MACD,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,2067,67,69,1919,0.9283986453797775,0.0324141267537494,0.8589743589743589,671.1605733970441,623.1045671741305,12599.999999,16199.999999,21599.999999,2.664709336465068,2.4215283483977035,0.8753883327580261,1.1106131899320426,3.891359102801624,14.567142283309167,13.536428207739323,0.033381712626995644,25200.000001,14.340000000000032,,,53893,3.0797399041752223,NORMAL,UP,MACD_CROSS_UP_SIGNAL,MACD_12_26_9_SHIFT0_V1,True,0.026971380260134157,-0.0027994566368299,0.00030656085810303046,STABLE_POSITIVE_FOLDS,-0.14102564102564108,9000.0
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|CROSSED_OB_BAND_UP|30m|UP,OSC_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,3054,74,82,2800,0.91683038637852,0.024230517354289455,0.9487179487179487,991.6789153948733,909.2013631649133,8099.999999,16199.999999,24659.999999000003,2.8889659199622253,2.636332041953379,0.8551033849605876,1.2881652176294858,3.5050566399771794,14.81470328743549,12.645569620253152,0.026850032743942372,24300.000001,18.635000000000076,,,53893,3.079625827059092,NORMAL,UP,CROSSED_OB_BAND_UP,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.018787770860674215,-0.014367715638087364,-0.006225119024950241,STABLE_POSITIVE_FOLDS,-0.05128205128205132,4500.0
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|CROSSED_OS_BAND_DOWN|30m|DOWN,OSC_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,3032,77,76,2774,0.9149076517150396,0.025395778364116096,0.9871794871794872,984.6810906935389,900.8922643746296,8999.999999,16199.999999,21599.999999,2.220689655172412,2.4240092343208866,0.8694736842105261,0.9395470071637306,2.945046591643365,14.398292047345457,16.35941320293401,0.025065963060686015,26100.000001,16.275000000000006,,,53893,3.0791695185945698,NORMAL,DOWN,CROSSED_OS_BAND_DOWN,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.019951132266112465,-0.01563820895786283,-0.008788567164080142,STABLE_POSITIVE_FOLDS,-0.012820512820512775,5400.0
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|FORECAST_OB_CROSS|30m|UP,OSC_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,4501,74,95,4167,0.9257942679404577,0.0164407909353477,0.9487179487179487,1461.4599870358365,1353.0112788221131,8999.999999,16199.999999,24659.999999000003,2.918443897442728,2.531562742077802,0.8542266237827465,1.2170364859221547,3.5050566399771794,14.81470328743549,11.768720379146979,0.021106420795378805,23400.000001,16.02000000000001,,,53893,3.079796942733288,NORMAL,UP,FORECAST_OB_CROSS,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.010998044441732458,-0.005403834076149638,-0.011968730973513808,STABLE_POSITIVE_FOLDS,-0.05128205128205132,5400.0
OSC_PREDICTOR|PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE|FORECAST_OS_CROSS|30m|DOWN,OSC_PREDICTOR,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,4302,78,94,3972,0.9232914923291492,0.01813110181311018,1.0,1397.1299644339065,1289.9582098399526,8999.999999,16199.999999,21599.999999,2.19902575450243,2.3533335542563707,0.8700852796562479,0.9028334655242494,3.0580883591520367,13.914239735550295,15.079528266213066,0.02185030218503022,24300.000001,14.375,,,53893,3.0791695185945698,NORMAL,DOWN,FORECAST_OS_CROSS,PROJECT_DINAPOLI_STYLE_OSCILLATOR_PREDICTOR_REFERENCE,True,0.01268645571510655,-0.007254368343753259,-0.012004228039735939,STABLE_POSITIVE_FOLDS,0.0,5400.0
PURE_DNO|DNO_PERIOD_7_REFERENCE|DNO_ZERO_CROSS_DOWN|30m|DOWN,PURE_DNO,DIRECTIONAL,30m,DISCOVERY,30m,HIGH,78,6283,78,208,5836,0.9288556422091357,0.012414451695050135,1.0,2040.1829159875538,1895.0354126537266,5399.999999,8549.999999,10799.999999,1.4970852013155458,1.835269739125288,0.9059376353690085,0.626564120848877,2.208493471151334,14.623204395742277,22.190549551860293,0.03310520452013369,20700.000001,18.049999999999997,,,53893,3.079625827059092,NORMAL,DOWN,DNO_ZERO_CROSS_DOWN,DNO_PERIOD_7_REFERENCE,True,0.006969805597046506,-0.0016902184637667128,-0.0007493257046324656,STABLE_POSITIVE_FOLDS,0.0,1799.9999999999995
PURE_DNO|DNO_PERIOD_7_REFERENCE|DNO_ZERO_CROSS_UP|30m|UP,PURE_DNO,DIRECTIONAL,30m,DISCOVERY,30m,LOW,78,6282,77,195,5865,0.9336198662846227,0.012257242916268705,0.9871794871794872,2039.5559999999998,1904.1699999999998,7199.999999,8999.999999,11519.99999900001,2.664709336465068,2.060534124629082,0.864891430613887,1.063389034663715,3.111348662244199,15.135153685125651,13.672588704959427,0.031041069723018146,23400.000001,14.029999999999973,,,53893,3.080082135523614,NORMAL,UP,DNO_ZERO_CROSS_UP,DNO_PERIOD_7_REFERENCE,True,0.006814496422653465,0.002421764268015325,-0.002034082045874467,STABLE_POSITIVE_FOLDS,-0.012820512820512775,3599.9999999999995
