timeframe,split,direction,control_id,event_semantics,comparison_scope,horizon,event_count,base_sample_count,sample_flag,reversal_rate,reversal_wilson_lo,reversal_wilson_hi,base_rate,absolute_lift,relative_lift,forward_return_mean,forward_return_median,forward_return_mean_ci_lo,forward_return_mean_ci_hi,mfe_pct_mean,mfe_pct_median,mfe_pct_mean_ci_lo,mfe_pct_mean_ci_hi,mae_pct_mean,mae_pct_median,mae_pct_mean_ci_lo,mae_pct_mean_ci_hi,mfe_atr_mean,mfe_atr_median,mfe_atr_mean_ci_lo,mfe_atr_mean_ci_hi,mae_atr_mean,mae_atr_median,mae_atr_mean_ci_lo,mae_atr_mean_ci_hi
12H,DISCOVERY,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,130,2249,N_GE_100,0.4461538461538462,0.3634686477864737,0.5319300922166345,0.4753223654957759,-0.02916851934192971,-0.061365762394761436,0.005954208330312371,0.0017610941209410536,1.4674006822350927e-05,0.0128079723878344,2.788694047797433,2.0261195782536117,2.367925316754455,3.2661563912943654,3.2439548663461486,2.025653036169115,2.683662936919495,3.8577641666387166,0.6255087241622229,0.47243876411377694,0.5364084571076307,0.7380084389977511,0.7811838084800535,0.4948212551207223,0.6600491185260003,0.9270119909208115
12H,DISCOVERY,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,130,2247,N_GE_100,0.43846153846153846,0.3561441424577135,0.5243115604029815,0.4712950600801068,-0.03283352161856834,-0.06966659402920028,0.0155775003419135,0.008887455320959914,0.004696264346012865,0.026336341030058746,4.292652601285872,3.0504430988857862,3.6391200966012143,5.0267569122450615,5.831587374380884,4.3497246831020355,4.74167861827006,6.920250346671383,0.9653994371507049,0.7640977276946502,0.8264630625274088,1.120513148211788,1.4305014342545186,1.0594189966794194,1.1909569760142975,1.7103262781670572
12H,DISCOVERY,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,130,2245,N_GE_100,0.4153846153846154,0.3342905969843901,0.5013359944490656,0.4552338530066815,-0.0398492376220661,-0.08753575191931351,0.02134849818008944,0.01594553077724903,0.007614163535033172,0.03531759201553093,5.213002513105946,3.517979387840204,4.357358805905688,6.114037100768821,7.369005905099552,5.540153721366414,6.229312160923862,8.662834651410993,1.1697704564246536,0.9236881722195847,1.0001825804763766,1.3553318032483044,1.8265034946624024,1.3468072629957621,1.5188644593834564,2.1520933517776633
12H,DISCOVERY,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,129,2240,N_GE_100,0.4496124031007752,0.3664624265425491,0.5356766624175358,0.44375,0.0058624031007752375,0.013211049241183659,0.025724306030352046,0.008980716253443433,0.005744196728863124,0.04514514639978122,7.610654941666171,5.889230769230766,6.502950271074055,8.784313330044888,10.26365075120101,7.632266204994274,8.669615994194974,11.913499499843729,1.75399515351643,1.4526132356234238,1.4881954441839178,2.0409880150017994,2.630790153453208,1.821315213312083,2.2025951058192406,3.092295344960891
12H,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,213,2249,N_GE_100,0.4507042253521127,0.3853450077431652,0.5178101064046736,0.4753223654957759,-0.024618140143663203,-0.05179251373535876,0.003797082596509104,0.0015884656362856742,-0.000658005902461616,0.008204010751543702,2.375821343938189,1.6969050160085355,2.068320921153341,2.702905197364774,2.6503843422452475,1.86784887700884,2.291365346897279,2.9948404402166107,0.5011448706092808,0.39041630893725765,0.44596184391689575,0.5768348763840225,0.576016764787379,0.3833827477014778,0.4896879898031492,0.6542956853334667
12H,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,213,2247,N_GE_100,0.47417840375586856,0.40817206570259545,0.5410996607557963,0.4712950600801068,0.0028833436757617625,0.006117916184548378,0.005009052886152355,0.0016629664235079389,-0.0031886861832141574,0.012215360443050171,4.117749854994158,2.71475876412797,3.5778805221813967,4.686903393559022,4.650084632833811,3.4282319996605763,4.012727297977005,5.399526809797021,0.8561655917657048,0.6374343909159298,0.757437515524375,0.9620031627588378,1.0416670069401306,0.7336948183784545,0.895315758697203,1.1980554784151087
12H,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,213,2245,N_GE_100,0.5211267605633803,0.45425982853643193,0.5872451225430656,0.4552338530066815,0.06589290755669874,0.14474518342934317,0.007235637867051637,-0.0036336803991470212,-0.002570446730281774,0.017418247052766418,5.2919444930171595,3.8730288093577516,4.621881166798313,5.959786776678686,6.077825672452378,4.46587273373623,5.183741378018286,7.020430785471669,1.0981773173580462,0.8585669041902918,0.9930402420621267,1.2199632448117141,1.386808501801761,0.898102583863108,1.1979701346396612,1.6091305204013653
12H,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,212,2240,N_GE_100,0.4481132075471698,0.3826854008193554,0.5153880011569087,0.44375,0.004363207547169845,0.009832580387988399,0.020065476693732754,0.012802092024520095,0.007020351395466995,0.03461344174146591,7.452929143962352,5.969933015755354,6.591126363852445,8.289380700936416,9.067823847000817,6.801191307013253,7.952294059315697,10.235975534212967,1.5837293916543767,1.2484483469977459,1.406864144597817,1.785248805492268,2.1301106292195233,1.3825635632398154,1.8193132852200415,2.4352765960226246
12H,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,226,2249,N_GE_100,0.4557522123893805,0.3920995952137125,0.520883955196657,0.4753223654957759,-0.01957015310639537,-0.04117238010877755,0.003441941296582629,0.0016222830862796522,-0.0008178335207862616,0.007844369366142148,2.3964185426704945,1.6660136881152483,2.1000293545804283,2.7524168804917455,2.6232987621041435,1.869708773532592,2.2815706027090084,3.0132217346174746,0.5095878336842408,0.37883813585001536,0.45036065005386344,0.5726698865371398,0.5873041826898489,0.38342875071982574,0.5150059055554657,0.685525837977119
12H,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,226,2247,N_GE_100,0.4646017699115044,0.4007113560878442,0.5296754842404513,0.4712950600801068,-0.006693290168602373,-0.01420191030108553,0.009874628875275583,0.003919027520529306,0.0029963157370126482,0.0175700476740263,3.9391730725303065,2.7276617208962914,3.478139120174675,4.477026668238047,4.830254906701877,3.4391552052667773,4.157869970328493,5.5462607063266995,0.8396635208808233,0.6439321234699562,0.7443976082562273,0.9382585491838444,1.1172908033932842,0.7268272173106598,0.9674379426002805,1.3187166974953342
12H,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,226,2245,N_GE_100,0.49557522123893805,0.431010117048992,0.5602882379920449,0.4552338530066815,0.040341368232256536,0.08861680203661049,0.01220574442549031,0.000792302053157834,0.0027888436022406775,0.022753008159870632,5.0302485944482145,3.6608201343115914,4.474413101241456,5.604862832931812,6.318495277664866,4.47946929521923,5.480210599949089,7.199452500391233,1.0739515558333868,0.8693485121751352,0.9797753030573414,1.199400431646969,1.4697707549661838,0.9332452865339049,1.2727411860027307,1.7210684904151998
12H,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,225,2240,N_GE_100,0.44,0.37668483725095925,0.5053296216586095,0.44375,-0.0037499999999999756,-0.008450704225352101,0.019197331219186917,0.011922440493869146,0.005622492921252944,0.03414279141710851,7.441486147475215,6.021267120683856,6.630679811584644,8.439388215097516,9.16995478095802,7.316344767406589,8.046407077481838,10.371719060128228,1.6147587503252618,1.2950346528393941,1.4319417385176094,1.7924468293546834,2.1915631828956585,1.4657268996166344,1.905289574877236,2.5374150188225952
12H,DISCOVERY,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,133,2249,N_GE_100,0.5789473684210527,0.49397675745299596,0.6594853476378536,0.5246776345042241,0.054269733916828544,0.10343443354148074,0.00011860285647958047,0.004101079548881392,-0.0080478832017305,0.007961139900549256,3.2911189667653726,2.4155549356272394,2.7443612689939747,3.975881802305554,4.406961442421434,2.370182739279903,3.5536187998120856,5.328204568983365,0.5608771061130706,0.44606684703109173,0.48684593506874146,0.6422837039670587,0.7774951432835705,0.45510497573322045,0.6544810686690813,0.9153845209134911
12H,DISCOVERY,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,133,2247,N_GE_100,0.5864661654135338,0.5014897655961853,0.666587778074745,0.5282599020916778,0.05820626332185597,0.1101848977963018,0.00878132377888136,0.01307796479009471,-0.0027403498660986386,0.019681817699080232,5.067095587466947,3.94303754953987,4.292023068149611,5.917061852518316,6.119773390368676,3.545452920888513,4.91530717142079,7.210004583475405,0.9033724842058215,0.7229147885181039,0.7876430094358561,1.032775490976347,1.1426858753564462,0.6771090706850073,0.9362202110468576,1.385339479129604
12H,DISCOVERY,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,133,2245,N_GE_100,0.556390977443609,0.47155185481916273,0.6380639345314439,0.5443207126948775,0.012070264748731518,0.022174913552293285,0.007651135228692165,0.012965084535002225,-0.006966854610732988,0.021992823283296953,6.29276813882799,5.00999135733828,5.276062931056475,7.3061836361828725,7.047466602775991,3.821504865891294,5.840392311469574,8.187470551350232,1.1321188563307223,0.9377316683206901,0.970600871857395,1.312816724356978,1.3264778716322931,0.9396308051666099,1.0999872935089234,1.5600575052554218
12H,DISCOVERY,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,132,2240,N_GE_100,0.5909090909090909,0.5056164209755144,0.6710599432604781,0.5558035714285714,0.03510551948051954,0.06316173786053314,0.015661886191528567,0.019611549060811417,-0.0037044584316558815,0.03542525418144564,9.087008583465238,6.448999383296206,7.683517010589056,10.47152638170931,9.128108376734788,6.180231743060493,7.627712410340264,10.865967578583637,1.6292237771371523,1.367517327970627,1.4109547976061534,1.8627596357677383,1.7281260750542755,1.2030653079617306,1.4477860963535123,2.0075337642906264
12H,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,201,2249,N_GE_100,0.5422885572139303,0.47326358207226243,0.6097273728900108,0.5246776345042241,0.01761092270970621,0.03356522472383827,-0.003448163032254618,0.002944249216449757,-0.009444524860396392,0.002270666682544667,2.596882088378223,2.0368714039701494,2.2875032596304554,2.9697036428145136,3.6457188558782203,2.103403306549998,3.1262884395848642,4.26880273651802,0.473250825049223,0.3947247021758897,0.42590597587182294,0.5247369670033242,0.6819690913828543,0.3866504899638069,0.5883553172279785,0.782095752740977
12H,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,201,2247,N_GE_100,0.5422885572139303,0.47326358207226243,0.6097273728900108,0.5282599020916778,0.014028655122252487,0.02655635051364902,-0.0045121757806749225,0.008959478721237923,-0.014563571278733931,0.00548005122514829,4.313005271179922,3.4934000910332266,3.819951162024899,4.866650102929037,6.274359771715921,3.3105732875802762,5.266275288665419,7.331403651193455,0.7959447604018299,0.6539645644347158,0.6902999330783691,0.8924560897471436,1.1815206965142937,0.6506344238151764,0.9907543840010902,1.4037507179785265
12H,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,201,2245,N_GE_100,0.5870646766169154,0.5179855410742539,0.6528781897304264,0.5443207126948775,0.04274396392203794,0.07852716776184554,0.004669442286852027,0.013155349197137012,-0.007229048329214444,0.015755389743566203,5.679213131967468,4.181116003541377,4.9736005737916456,6.439110138745527,7.204566006922068,3.7002226693832663,6.132015013426331,8.293365396894215,1.0595125453349954,0.8802041684976082,0.9141229778286406,1.197755685106187,1.3720188418787056,0.7725172275274997,1.147857025605462,1.6211997694356555
12H,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,201,2240,N_GE_100,0.5422885572139303,0.47326358207226243,0.6097273728900108,0.5558035714285714,-0.013515014214641075,-0.024316170153249828,0.004423539391653154,0.007815422531595395,-0.014207543429109772,0.020085609249286405,8.435113227499594,6.6044697448872025,7.469522230701726,9.509832584435316,9.556376226118342,5.31206831596132,8.096908421072543,11.012661438371413,1.5516753290625058,1.2893896059023193,1.362418351539949,1.7293001040247766,1.874838572032042,1.1224680323318459,1.5814611774336347,2.1744134524452927
12H,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,158,2249,N_GE_100,0.5379746835443038,0.460256754162251,0.6138898187831475,0.5246776345042241,0.013297049040079667,0.025343273975541702,-0.004087918999233661,0.0016881876803030993,-0.010957363306933351,0.0026272469622697033,2.641815970033719,1.9700035290596944,2.3000968402343656,3.0290462547953254,3.9596338827864863,2.050051802916677,3.2724081799544367,4.775321256886135,0.4769520884366901,0.3999565222125675,0.4214046950357564,0.5364198458161042,0.696945469829352,0.41807346285232433,0.5886270533762806,0.8193566205293326
12H,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,158,2247,N_GE_100,0.5189873417721519,0.44155714629009724,0.595516140182602,0.5282599020916778,-0.009272560319525947,-0.017553026990711706,0.00029534388093473016,0.0022080455043252956,-0.009796996750573246,0.010334860783351493,4.552992788224034,3.7822580124367975,3.9306522362532386,5.276061149816344,6.152184904061305,3.410645063050328,5.173273751098469,7.403600074407599,0.8095063236955681,0.6913607912670081,0.7192493889685155,0.9024915871965241,1.1385192619633195,0.6531770137743922,0.9471400600738692,1.3358253225705519
12H,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,158,2245,N_GE_100,0.5443037974683544,0.4665142231256855,0.6199901119772793,0.5443207126948775,-1.6915226523028792e-05,-3.1075845780881295e-05,0.004128464942069747,0.008942700461550102,-0.008223634181105539,0.017463291558458428,5.8580226235417,4.583879590133641,5.032802621700109,6.873404710214129,7.181209126955773,4.434755715438495,6.065739990611311,8.502539500581465,1.0673148697530517,0.8288022119990915,0.9245684760651707,1.2156347981187265,1.3336575120589267,0.8767130997166936,1.1407717926481218,1.5458996965422078
12H,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,158,2240,N_GE_100,0.5822784810126582,0.5043167728851662,0.6563341351631972,0.5558035714285714,0.026474909584086825,0.047633572263738655,0.004860829872659381,0.011484246066901016,-0.011083260227296535,0.022433276174712167,8.215689241814195,6.5573855829712135,7.174762469643114,9.277143470264157,9.450739316724231,5.768669191545156,7.859683022416206,11.141127471822344,1.5074534856381416,1.3019680912772431,1.322294724236694,1.699930856288856,1.762131382150128,1.103591755797216,1.506377095051595,2.051203942921517
12H,VALIDATION,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,50,749,N_30_99,0.26,0.15871379651367384,0.3955342198899992,0.520694259012016,-0.26069425901201604,-0.5006666666666666,0.009248839188501355,0.005041965551317973,0.004674458074299951,0.01438717082670193,1.3447327518837766,0.9238806342945027,0.9775000761675269,1.716623035523082,2.4269252409849464,1.9213649441523115,1.9834245126757688,2.9945591410959413,0.38433640454030077,0.31140165248138396,0.30746319963824764,0.4772153799966715,0.7842234550376397,0.5692788032062889,0.5969028222250269,1.0106558497030471
12H,VALIDATION,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,50,747,N_30_99,0.42,0.2937479723456693,0.5576680331222217,0.5033467202141901,-0.08334672021419015,-0.16558510638297885,0.011208943251777612,0.0038184700884917877,0.0011161790838974865,0.020682380986657697,2.1635478236267485,1.8996647726518778,1.7006616360504547,2.689739617407691,4.123076485145236,3.448599399182923,3.304933939451925,4.989058892102248,0.6602766359429054,0.4989431719776315,0.5244672670841879,0.8144996367836586,1.273291445756492,1.0343214435671853,0.9956907150516048,1.5866233432737389
12H,VALIDATION,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,50,745,N_30_99,0.34,0.2243676963506106,0.47846431458517147,0.4912751677852349,-0.15127516778523487,-0.30792349726775947,0.01981806880809119,0.0154537203188857,0.005921871788003363,0.03470652139737509,2.8027350542432004,2.526010465610111,2.186526611187492,3.4934397862040414,5.689239985655329,4.413691778707147,4.503762697615098,6.981157055485183,0.8658048173340496,0.7475803731133084,0.680522555574758,1.0862869607211163,1.8251803180922506,1.3442860848094251,1.415314860877539,2.283408130941797
12H,VALIDATION,OB,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,49,740,N_30_99,0.40816326530612246,0.2821503460597105,0.5475293002795374,0.4635135135135135,-0.05535024820739104,-0.11941452966026056,0.024824205372921723,0.01835938713988261,0.00044492145714781237,0.04795884631608915,4.232115912534466,2.714902090939259,3.0133680772213576,5.834861427367137,7.841484905703373,6.102963062395308,6.043499431972971,9.856957556071947,1.3013214689042047,0.8532055577624224,0.9267191686829268,1.74571088171479,2.6369087200999752,1.7328436611921945,1.9895204609737844,3.476480325746002
12H,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,69,749,N_30_99,0.4782608695652174,0.36468525497597737,0.5941294882476751,0.520694259012016,-0.04243338944679864,-0.0814938684503902,0.0023400486421664615,0.0016081682811563969,-0.0035906318938111873,0.008768848606750815,1.939092374404887,1.2069379426239424,1.508867450450423,2.3786547645506153,2.188595989653905,1.5613449807483377,1.7169706929697646,2.701579412470758,0.502690071310836,0.36427899552956233,0.4050771403369979,0.6096007400048781,0.6586232576884731,0.41924018458086965,0.5154460065208882,0.8511714911628214
12H,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,69,747,N_30_99,0.463768115942029,0.35113991297637237,0.5802179923963817,0.5033467202141901,-0.039578604272161144,-0.07863089731729889,0.004137158157497497,0.001212561143601798,-0.0032110487834073153,0.011779550648053362,2.8522829702726455,2.2695853995713193,2.2664141993650317,3.4711432194987983,3.5112938284393906,2.4252474085515883,2.8083862157048007,4.256990189865056,0.7994866640340981,0.6395830096529141,0.6485918902358845,0.963367919835594,1.0062430706816536,0.7777200555950098,0.805454903473524,1.2532541409418212
12H,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,69,745,N_30_99,0.391304347826087,0.28481147647724914,0.509262239641013,0.4912751677852349,-0.09997081995914792,-0.20349251603706342,0.01171458540337955,0.008132277037570468,0.00018237829734139746,0.023568226834317932,3.430555371352247,2.662293923432826,2.735799869048595,4.110012348350659,4.831729176023697,3.2150897334769004,3.7834555842407678,5.890503744683874,0.9989882569882199,0.7787985391541876,0.8007935058883607,1.2125284164877914,1.4078847993987225,0.86252077502334,1.1279746147679428,1.7726819708933428
12H,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,68,740,N_30_99,0.5294117647058824,0.4124071581374707,0.643270889122056,0.4635135135135135,0.06589825119236886,0.14217115417595605,0.008388834740015796,-0.0014879358952763488,-0.010941732900598695,0.027660355188189923,5.254791485994769,3.5106910360792773,4.173403925267561,6.3919294377436575,6.803510035400159,4.50142795353212,5.285144927190484,8.398401761337785,1.5027688219621107,1.0772374578862474,1.1866308665828018,1.8584708401839234,2.075146404070584,1.1949020347805037,1.5804275901408704,2.6693687568512163
12H,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,58,749,N_30_99,0.46551724137931033,0.34331815357826717,0.5920004668972703,0.520694259012016,-0.055177017632705716,-0.10596816976127332,0.0010044020704776946,0.0026655946214391157,-0.005129809742027086,0.007261975518083391,1.926122364177759,1.204341504233179,1.4034479461360503,2.4586600242079077,2.05992664281331,1.4577405599302582,1.653047449962038,2.5861548522743107,0.45952833445742747,0.35466928934983877,0.3504107520943521,0.5599015777930133,0.6011259568575048,0.3986454400340976,0.4400802225265952,0.8037325776171755
12H,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,58,747,N_30_99,0.5172413793103449,0.39162043429213433,0.640720255470097,0.5033467202141901,0.013894659096154727,0.02760454878943497,0.0038104866543008874,-0.0007831436577929174,-0.0035160422693613445,0.012348390508894047,2.988029523409788,2.5373167344459606,2.338592127516608,3.6134338708678713,3.4496919257580982,2.9893979462329403,2.784152349628902,4.292450331694867,0.7864513708020211,0.6053175031902884,0.6137383792690412,0.9612071720697161,0.9463680721024483,0.5595268679751793,0.7185334114386147,1.200619351335655
12H,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,58,745,N_30_99,0.4482758620689655,0.32749651292941145,0.5754814177838947,0.4912751677852349,-0.042999305716269365,-0.08752590917655922,0.007815690873994717,0.0028702456756286576,-0.003970846262502836,0.02092513523579498,3.5912061757663496,2.8246112859035826,2.864247275088402,4.234615111383364,4.9635385943901715,3.630536240695316,3.9055290575652766,6.223097510344045,0.954417551544629,0.8913153447442417,0.7522705163314801,1.1618384909725588,1.4269128088453529,0.8708462464018096,1.0623168900399438,1.8600658836682773
12H,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,57,740,N_30_99,0.5789473684210527,0.4497991014068138,0.6981260024694814,0.4635135135135135,0.11543385490753916,0.24904096977136736,0.0015509780895743258,-0.006432076850788393,-0.022860073692157687,0.025609674421149142,6.1154622275118475,5.043747338231882,4.650524778338611,7.695147685510224,6.692471407207497,4.55619151449078,5.209665000741504,8.335688912331195,1.5676641623055563,1.268362986041884,1.2090191113873041,1.961628192960895,1.9619405181622853,1.1075323545811555,1.4629876257115852,2.526141961746133
12H,VALIDATION,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,38,749,N_30_99,0.4473684210526316,0.3014616531155089,0.6029397082091058,0.47930574098798395,-0.03193731993535237,-0.0666324585837853,-0.010024811421150859,-0.0050845086664904615,-0.021624009608661128,0.0016112944093228966,2.1341689005092075,1.1295751700791792,1.4234391452472028,2.9011506967623935,3.443276771469346,2.2776774351837883,2.359962549916401,4.606689077114537,0.42949277571636896,0.3166284280047841,0.3042443671405298,0.5529583797618324,0.7645739249159499,0.5357408299254167,0.5412915544683621,1.0117253663927153
12H,VALIDATION,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,38,747,N_30_99,0.5789473684210527,0.42192070613127325,0.7214772518818047,0.4966532797858099,0.08229408863524273,0.16569726202298196,-0.0025898187585679873,0.005455366876313095,-0.02296720074263011,0.015142511733569912,4.016763396749028,2.7472207021645043,2.778464272498505,5.573335564053658,4.951896423795106,3.481798381503075,3.439893028969467,6.66410902454753,0.8610420580535585,0.6812447219738118,0.6337306729104768,1.0679790838254035,1.0674064395512504,0.7753748337121134,0.7678666409536539,1.4803732471497557
12H,VALIDATION,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,38,745,N_30_99,0.6052631578947368,0.4471758699869596,0.7440214073638108,0.508724832214765,0.09653832567997178,0.18976531037355926,-0.0017957001020651832,0.00939169831447273,-0.03127241698526269,0.02340281593346138,5.29458389155394,3.9785677397513943,3.741640523566418,6.915408089867103,6.736567096307443,4.177727166426503,4.284612251164878,9.268293723280554,1.1962402501482885,0.8862933759271345,0.8695323676291784,1.514750504777083,1.3881566764466073,0.927895995996904,0.9451104731176901,1.8948748482047206
12H,VALIDATION,OS,ATR_1X_PRICE_BAND_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,10,38,740,N_30_99,0.631578947368421,0.47283672824260115,0.7661598684458619,0.5364864864864864,0.09509246088193457,0.1772504308630518,0.0036026384539045984,0.02524571176545265,-0.030506952297122733,0.03684799399511823,7.499831546612066,6.072648633262287,5.398912715438624,9.673484017023071,8.548554077184697,5.288505740752165,5.694266832897046,11.499626282260563,1.7991815612539623,1.3969649220853237,1.3096215901994144,2.374500704812027,1.8033545346174407,1.5264072553538457,1.3214569682156267,2.4204495947720304
12H,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,1,66,749,N_30_99,0.5303030303030303,0.41157476624932443,0.645697690280881,0.47930574098798395,0.050997289315046324,0.10639824428125255,0.0006993656015063235,0.0008539985548531304,-0.0065482121162205855,0.0074879134649078714,2.029207192318976,1.2234126940565353,1.5715254430528325,2.5792036094165787,2.2199205377115856,1.5675320774788468,1.7669431984787378,2.772193347493672,0.4909383438699931,0.3686443739388345,0.4038449123262208,0.5924274737655245,0.5801228492113684,0.4328261033538544,0.46882070507368717,0.6997862357895241
12H,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,3,66,747,N_30_99,0.5454545454545454,0.4261479973870641,0.659760687408244,0.4966532797858099,0.048801265668735494,0.09826023033570186,0.0004925819415107334,0.002570927671805334,-0.008828302137773124,0.009759569401134064,3.6084134256304696,2.5225166252620608,2.889044247716846,4.252507520239802,3.4533623166787506,2.6917967569052914,2.708988023483207,4.3067658353671,0.9327065680586738,0.6875581773279098,0.7799054259738294,1.1069205168228333,0.8957655065415961,0.7050888159454451,0.735047341238492,1.0962969699589171
12H,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,FORECAST_REALIZATION,COMMON_ELIGIBILITY,5,66,745,N_30_99,0.6212121212121212,0.5005825419249831,0.728507284195839,0.508724832214765,0.11248728899735616,0.2211161749420325,0.004076918131380361,0.012842712667320733,-0.014351751946492693,0.021533113612253563,5.11207147798506,3.896575239332787,4.053314276099256,6.161351103386271,4.832273987323667,3.1646493566808793,3.512251505338994,6.3922886489465665,1.3123834656984072,1.073935448822236,1.1065559100535007,1.5833538015631103,1.2456708123941325,0.8461435253210916,0.9523296646146353,1.600407925581167
