candidate_id,family,role,decision_tf,partition,source_wave_tf,pivot_type,n_events,TOTAL_SIGNALS,MATCHED_POST_C_SIGNALS,PRE_C_WARNING_SIGNALS,UNMATCHED_SIGNALS,FALSE_POSITIVE_RATE,PRECISION,EVENT_RECALL,SIGNALS_PER_YEAR,FALSE_SIGNALS_PER_YEAR,MEDIAN_DELAY_SECONDS,P75_DELAY_SECONDS,P90_DELAY_SECONDS,MEDIAN_PRICE_DISTANCE_FROM_C_PCT,MEDIAN_PRICE_DISTANCE_FROM_C_ATR,MEDIAN_REMAINING_WAVE_FRACTION,MEDIAN_MAE_AFTER_SIGNAL,P90_MAE_AFTER_SIGNAL,MEDIAN_MFE_AFTER_SIGNAL,MFE_MAE_RATIO,PRE_C_SIGNAL_RATE,MEDIAN_PRE_C_LEAD,MEDIAN_ADVERSE_EXTENSION_AFTER_PRE_C,SCANNED_TIME_FROM,SCANNED_TIME_TO,VALID_DECISION_BARS,YEARS_COVERED
PRICE_ONE_BAR_DIRECTION_CHANGE_1H,PRICE_ONLY,PRICE_BASELINE,1H,VALIDATION,ALL,ALL,2076,4793,1057,1405,249,0.051950761527227204,0.22052993949509703,0.5091522157996147,4667.586781511299,242.4846877939314,7199.999999,7199.999999,10799.999999,1.1718044740566518,0.9911641605952571,0.754861262835918,0.6008388543569458,2.7430045000286953,2.9456693739423594,4.64424190990866,0.29313582307531816,21600.000001,40.830000000000155,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
PRICE_SHORT_TERM_SLOPE_SIGN_CHANGE_1H,PRICE_ONLY,PRICE_BASELINE,1H,VALIDATION,ALL,ALL,2076,3282,964,908,170,0.0517976843388178,0.29372333942717854,0.464354527938343,3196.1234752597707,165.55179487939094,7199.999999,10799.999999,14399.999999,1.262467135272983,1.1414205303515303,0.7193914973474458,0.5988251066108077,2.6147469959593206,2.82787078393406,4.086538461538426,0.27666057282145035,21600.000001,41.76999999999998,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_DMA_7X5_V1_PRICE_CROSS_UP_DMA_1H,DMA,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,2046,833,499,94,0.04594330400782014,0.4071358748778104,0.401252408477842,1992.4645430778462,91.54040422742793,10799.999999,14399.999999,21599.999999,1.5182169852548426,1.4570915619389524,0.6592461421705025,0.6462151063269344,2.7692361460721235,2.5046569382635395,3.5126050420166037,0.24389051808406648,21600.000001,44.76999999999998,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_DMA_25X5_V1_PRICE_CROSS_UP_DMA_1H,DMA,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,916,527,164,20,0.021834061135371178,0.5753275109170306,0.25385356454720615,892.0320241736594,19.47668175051658,14399.999999,25199.999999,46799.999999,1.8699035295185518,1.8708379888268212,0.5962359120253852,0.6735859438741542,2.733090246342045,2.4451225171709727,3.1825095057032486,0.17903930131004367,21600.000001,37.71500000000003,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_STOCH_14_3_3_V1_K_CROSS_UP_D_1H,STOCHASTIC,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,2249,856,618,128,0.05691418408181414,0.38061360604713207,0.4123314065510597,2190.1528628455894,124.65076320330611,8999.999999,12599.999999,21149.999999,1.3202701940435557,1.2418087743683555,0.7026053764021708,0.5970283911478006,2.5143747839425057,2.6383025676545797,4.054054054054005,0.2747887950200089,21600.000001,41.45499999999993,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_STOCH_14_3_3_V1_K_CROSS_UP_LEVEL_1H,STOCHASTIC,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,505,334,149,4,0.007920792079207921,0.6613861386138614,0.1608863198458574,491.78621420054367,3.895336350103316,10799.999999,14399.999999,17999.999999,1.5265909087472722,1.4360177456940113,0.65961660696114,0.7045573625167169,2.774109331228099,2.5176691761649534,3.5522501906941577,0.29504950495049503,18000.000001,45.440000000000055,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_RSI_14_V1_RSI_CROSS_UP_30_1H,RSI,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,302,181,88,4,0.013245033112582781,0.5993377483443708,0.0871868978805395,294.09789443280033,3.895336350103316,7199.999999,10799.999999,17999.999999,1.5481373971939973,1.4764689104392636,0.7036207540126921,0.8250472547795664,2.995683967660493,3.3715624692729818,3.9576619742198584,0.2913907284768212,21600.000001,58.309999999999945,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
IND_RSI_14_V1_RSI_CROSS_UP_50_1H,RSI,DIRECTIONAL_TRIGGER,1H,VALIDATION,ALL,ALL,2076,922,515,172,26,0.028199566160520606,0.5585683297180043,0.24807321772639693,897.8750286988143,25.319686275671554,14399.999999,25199.999999,39599.999999,1.8835382513661156,1.8485059068797776,0.5740614334471016,0.6727438754900734,2.7887232980435672,2.337743995259147,3.1872866235478954,0.18655097613882862,25200.000001,40.15499999999997,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,9001,1.0268689634192714
PRICE_ONE_BAR_DIRECTION_CHANGE_4H,PRICE_ONLY,PRICE_BASELINE,4H,VALIDATION,ALL,ALL,2076,1231,693,298,6,0.00487408610885459,0.5629569455727051,0.3338150289017341,1198.7897617442954,5.843004525154974,16199.999999,24299.999999,35039.99999900002,1.6710909961269054,1.58506266959555,0.624237520229056,0.7066650822757065,2.933852219375495,2.7295460750146026,3.774052812858765,0.2420796100731113,28800.000001,48.20999999999992,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,2250,1.0268689634192714
IND_DMA_3X3_V1_PRICE_CROSS_UP_DMA_4H,DMA,DIRECTIONAL_TRIGGER,4H,VALIDATION,ALL,ALL,2076,870,578,188,4,0.004597701149425287,0.664367816091954,0.27842003853564545,847.2356561474712,3.895336350103316,21599.999999,28799.999999,39599.999999,1.7835238546391592,1.8700810854888954,0.6003789078199628,0.751544453397798,2.837754983035616,2.7291199286939136,3.7758077226162143,0.2160919540229885,28800.000001,50.319999999999936,2022-06-10T04:36:00+00:00,2023-06-20T06:08:00+00:00,2250,1.0268689634192714
