horizon_minutes,scope,rows,logloss,prior_logloss,delta_logloss,brier,prior_brier,delta_brier,roc_auc,balanced_accuracy_at_0_5,ece_10_bin,positive_rate,mean_predicted_probability,std_predicted_probability,constant_0_5_logloss,constant_0_5_brier
30,FULL,109105,0.6907674622609836,0.69304932829993,-0.002281866038946423,0.24881096117748788,0.24995107509072398,-0.001140113913236096,0.5397677179102229,0.5297284352490068,0.005334974923627755,0.5073827963887998,0.5025211449152434,0.034105778219428305,0.6931471805599454,0.25
60,FULL,109158,0.6917403281439922,0.6930171190379839,-0.001276790893991686,0.24929661071399528,0.24993497107818188,-0.000638360364186602,0.5313961125685673,0.5239864319365005,0.008258482941072781,0.5088770406200187,0.5007719795623945,0.029231140986379966,0.6931471805599453,0.25
