timeframe,split,direction,control_id,event_semantics,horizon,event_count,sample_flag,reversal_rate,reversal_wilson_lo,reversal_wilson_hi,base_rate,absolute_lift,relative_lift,forward_return_mean,forward_return_median,forward_return_mean_ci_lo,forward_return_mean_ci_hi,mfe_mean,mfe_median,mfe_mean_ci_lo,mfe_mean_ci_hi,mae_mean,mae_median,mae_mean_ci_lo,mae_mean_ci_hi
15m,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,7218,N_GE_100,0.5223053477417567,0.5107730245035856,0.5338139406826904,0.4909760485775329,0.031329299164223834,0.06381023932835794,0.00019624605543970558,-0.00037360925238349996,-4.6432504622550714e-05,0.0004367128812217186,1.1258639422141246,0.7361277341689829,1.0954257454225629,1.1593423059266552,1.114193028221675,0.7113355964488937,1.0851715704683553,1.1432934206708754
15m,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,7216,N_GE_100,0.5174611973392461,0.5059254080493035,0.5289784047988898,0.4870725604670559,0.030388636872190233,0.0623903691947878,0.0001400228346264512,-0.0004136310792827169,-0.0002189419881639245,0.0004813748241614349,1.1260901216663075,0.7362755582614402,1.0929550969341124,1.1613807510224219,1.1143008400902543,0.7113355964488937,1.0822943094659139,1.1428557840036444
15m,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,6271,N_GE_100,0.5294211449529581,0.5170529893981379,0.5417532759265518,0.4947807346326837,0.03464041032027443,0.07001163928904952,0.00024471214206582775,-0.0002673201158387428,0.00010136281285110608,0.00038252761262747085,1.1230002483077237,0.740719931078399,1.0907016677936703,1.1605309387201883,1.1229832921573657,0.726082004555816,1.0918626569376333,1.154029597964701
15m,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,6271,N_GE_100,0.5273481103492266,0.5149783091453148,0.5396844252892883,0.49188515526902676,0.03546295508019981,0.07209600594838861,0.0002756908121025319,-0.0003307052124398302,5.5472957058834195e-05,0.00047257156425545174,1.1230002483077237,0.740719931078399,1.0907016677936703,1.1605309387201883,1.1229832921573657,0.726082004555816,1.0918626569376333,1.154029597964701
15m,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,6271,N_GE_100,0.5267102535480784,0.5143399889486436,0.5390478129043944,0.4909760485775329,0.035734204970545524,0.072781971898783,0.000277575608038909,-0.0004190825543327614,-1.1828127120499607e-05,0.0005538209615760165,1.1230002483077237,0.740719931078399,1.0907016677936703,1.1605309387201883,1.1229832921573657,0.726082004555816,1.0918626569376333,1.154029597964701
15m,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,6270,N_GE_100,0.512280701754386,0.49990435988387294,0.5246420041811682,0.4870725604670559,0.02520814128733012,0.05175438596491233,0.00015018014547388405,-0.00033579020852542163,-0.00023043161187721796,0.0005597536094199391,1.1231758666296208,0.7410016297642258,1.0882913725023706,1.1622260340259287,1.1229715980918349,0.7259696789031961,1.0901096931860697,1.1520884803145024
15m,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,7713,N_GE_100,0.5603526513678205,0.5492481908968981,0.5713970222949859,0.5013399550224887,0.059012696345331794,0.11770994063835327,-9.489071706491697e-05,0.0005092634741441504,-0.00024218444781363323,2.7934472406708455e-05,1.127718910842248,0.7747865630609859,1.0996265055336196,1.1543881360555355,1.2630635484402704,0.7560071266913821,1.2238713508427577,1.2992135468180523
15m,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,7713,N_GE_100,0.5573706728899261,0.5462598134285398,0.5684244117860869,0.5055379598568189,0.051832713033107214,0.1025298140772406,0.00015921476013439808,0.000729315374588646,-5.248010727818437e-05,0.0003775683476610557,1.127718910842248,0.7747865630609859,1.0996265055336196,1.1543881360555355,1.2630635484402704,0.7560071266913821,1.2238713508427577,1.2992135468180523
15m,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,7713,N_GE_100,0.5565927654609102,0.5454803032675242,0.5676488816052094,0.5073466021964841,0.0492461632644261,0.09706611427221934,0.0004685527146085204,0.0009609084953046132,0.0001931686990480628,0.000727270574067042,1.127718910842248,0.7747865630609859,1.0996265055336196,1.1543881360555355,1.2630635484402704,0.7560071266913821,1.2238713508427577,1.2992135468180523
15m,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,7713,N_GE_100,0.5547776481265396,0.5436615532105774,0.5658392041977386,0.5113156094498225,0.04346203867671716,0.08500041436928263,0.0008107244387282153,0.0012477962688999256,0.00044351668172451926,0.0011932548790210434,1.127718910842248,0.7747865630609859,1.0996265055336196,1.1543881360555355,1.2630635484402704,0.7560071266913821,1.2238713508427577,1.2992135468180523
15m,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,6329,N_GE_100,0.5648601674830147,0.5526100281888713,0.5770316164087135,0.5013399550224887,0.06352021246052597,0.1267008779654848,-8.421853267778055e-05,0.0005474452554745657,-0.00025339840492924346,8.239995655271973e-05,1.1546629646762019,0.7924484325836064,1.1193468756689606,1.1866430981602878,1.2596038828564553,0.7533445902065242,1.2129008589527375,1.307105223448557
15m,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,6329,N_GE_100,0.5642281561068099,0.5519763750751417,0.5764020135458526,0.5055379598568189,0.058690196249990945,0.11609453871003761,0.0003884583109113255,0.0007589623503769793,0.00011593957323415767,0.0006328124238164849,1.1546629646762019,0.7924484325836064,1.1193468756689606,1.1866430981602878,1.2596038828564553,0.7533445902065242,1.2129008589527375,1.307105223448557
15m,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,6329,N_GE_100,0.5582240480328646,0.5459576746352343,0.5704197822081519,0.5073466021964841,0.05087744583638054,0.10028143603626005,0.000611231904946703,0.0010061581729137181,0.00033315819039107607,0.0009479263752450903,1.1546629646762019,0.7924484325836064,1.1193468756689606,1.1866430981602878,1.2596038828564553,0.7533445902065242,1.2129008589527375,1.307105223448557
15m,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,6329,N_GE_100,0.5623321219781956,0.5500755366585834,0.57451308403264,0.5113156094498225,0.05101651252837314,0.09977499529745848,0.001038049761656495,0.0015143616096919832,0.0006447308364881396,0.0014678931716758884,1.1546629646762019,0.7924484325836064,1.1193468756689606,1.1866430981602878,1.2596038828564553,0.7533445902065242,1.2129008589527375,1.307105223448557
15m,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,2431,N_GE_100,0.5734265734265734,0.553665179195251,0.5929562683765336,0.496272808188696,0.07715376523787743,0.15546643693712414,5.714195739477748e-05,-0.0003645876058444575,-0.00014651010664825238,0.00024525956871643956,0.8325864325095546,0.5084242244196416,0.7891509607505278,0.874199679708045,0.9030651813006287,0.5030495751446562,0.8568596107973946,0.947850451478995
15m,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,2431,N_GE_100,0.5405183052241875,0.5206590677884165,0.5602496861937726,0.4973018080667594,0.043216497157428146,0.08690195059903472,0.00012895010333715106,-0.0003252432731778443,-0.00018454381078709232,0.00045873144061456267,0.8325864325095546,0.5084242244196416,0.7891509607505278,0.874199679708045,0.9030651813006287,0.5030495751446562,0.8568596107973946,0.947850451478995
15m,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,2431,N_GE_100,0.5520361990950227,0.5322012511291971,0.5717069456093504,0.49685657060198063,0.05517962849304203,0.11105745955253776,0.00020638146918135246,-0.0004931334897413375,-0.00019145193967365348,0.0006142699551577041,0.8325864325095546,0.5084242244196416,0.7891509607505278,0.874199679708045,0.9030651813006287,0.5030495751446562,0.8568596107973946,0.947850451478995
15m,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,2431,N_GE_100,0.5335252982311806,0.5136565025427814,0.5532883040516189,0.49995826725648945,0.0335670309746911,0.06713966579428621,0.0001863693735209495,-0.0005563565697092043,-0.0003369528843858021,0.0006921554810445504,0.8325864325095546,0.5084242244196416,0.7891509607505278,0.874199679708045,0.9030651813006287,0.5030495751446562,0.8568596107973946,0.947850451478995
15m,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,2053,N_GE_100,0.5547978567949342,0.5332168792593989,0.5761741404477093,0.496272808188696,0.058525048606238195,0.11792918660976781,0.00016463687880326037,-0.00030111173622615617,-4.769653074595115e-05,0.00040216162928325837,0.8395914814476877,0.5160536501058988,0.7972838591465761,0.8871544501847755,0.9316015269384935,0.532616066870367,0.8815725085509546,0.9881451504896418
15m,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,2053,N_GE_100,0.5528494885533366,0.5312630499406324,0.5742385112880007,0.4973018080667594,0.05554768048657721,0.1116981269433075,0.0001630006374914387,-0.00042289258528327434,-0.00016240821160619433,0.00046369959800080136,0.8395914814476877,0.5160536501058988,0.7972838591465761,0.8871544501847755,0.9316015269384935,0.532616066870367,0.8815725085509546,0.9881451504896418
15m,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,2053,N_GE_100,0.5470043838285436,0.5254035587329371,0.5684296270602711,0.49685657060198063,0.05014781322656292,0.10093016011804967,0.0003223769013994595,-0.0004493877092461851,-5.3207732984048024e-05,0.0007147851894531427,0.8395914814476877,0.5160536501058988,0.7972838591465761,0.8871544501847755,0.9316015269384935,0.532616066870367,0.8815725085509546,0.9881451504896418
15m,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,2053,N_GE_100,0.5163175840233805,0.4946900447553064,0.5378841700019215,0.49995826725648945,0.016359316766891008,0.03272136463841746,0.00026175727328475295,-0.00022198731501066327,-0.0002987314210252959,0.0008049996136640274,0.8395914814476877,0.5160536501058988,0.7972838591465761,0.8871544501847755,0.9316015269384935,0.532616066870367,0.8815725085509546,0.9881451504896418
15m,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,2451,N_GE_100,0.5687474500203998,0.5490479713159037,0.5882317619263552,0.5020026702269693,0.06674477979343052,0.13295702145021138,-0.0001230906063724676,0.0004082754943048883,-0.0002932100240264344,4.472394155169858e-05,0.8168235633965205,0.511764928050768,0.7751338663504032,0.858912401890025,0.9406332964928326,0.5507038072770981,0.8946613946258434,0.9907319285855306
15m,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,2451,N_GE_100,0.5650754793961649,0.5453621623827896,0.5845851221996454,0.5014464534075105,0.06362902598865439,0.1268909682305499,1.3853527905596884e-05,0.00047147571900052476,-0.0002767100427755955,0.00029171566531785594,0.8168235633965205,0.511764928050768,0.7751338663504032,0.858912401890025,0.9406332964928326,0.5507038072770981,0.8946613946258434,0.9907319285855306
15m,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,2451,N_GE_100,0.5446756425948592,0.5249052638596806,0.5643061948348437,0.5025314342939802,0.04214420830087906,0.08386382507611412,-0.00014408179534753973,0.0004662032526641102,-0.0005335060520889066,0.0002452327868808405,0.8168235633965205,0.511764928050768,0.7751338663504032,0.858912401890025,0.9406332964928326,0.5507038072770981,0.8946613946258434,0.9907319285855306
15m,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,2450,N_GE_100,0.5359183673469388,0.5161296822290573,0.5555945888078344,0.4997078707954261,0.03621049655151265,0.0724633304131741,-0.0002096697747228138,0.0005470983557278597,-0.0007354413305820997,0.0003246241770525077,0.8170991820157387,0.5119593658888344,0.7796997217547967,0.8582473047596367,0.9409717129426493,0.5510284321071275,0.8928042995446135,0.9876465779429305
15m,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,1997,N_GE_100,0.5473209814722083,0.525419419915657,0.569040831210669,0.5020026702269693,0.045318311245238996,0.09027504021990418,-0.00016781101769803937,0.0003066568117127133,-0.00038295897130180974,4.6064623550638896e-05,0.8340425300343433,0.5176862874194267,0.7845435128934793,0.8799247957600227,0.977010185597671,0.5621717979832705,0.9279291085536769,1.0319954640035294
15m,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,1997,N_GE_100,0.5533299949924887,0.5314434820565247,0.5750117215937792,0.5014464534075105,0.05188354158497821,0.10346776058023899,-0.00010705117641870589,0.00042007845773039953,-0.00045937481012080873,0.00020566688694208682,0.8340425300343433,0.5176862874194267,0.7845435128934793,0.8799247957600227,0.977010185597671,0.5621717979832705,0.9279291085536769,1.0319954640035294
15m,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,1997,N_GE_100,0.5363044566850276,0.5143836128598446,0.5580858919725221,0.5025314342939802,0.0337730223910474,0.06720579069545374,-0.0003090940971438029,0.00042153637610953254,-0.0007060797897835334,7.349020535096452e-05,0.8340425300343433,0.5176862874194267,0.7845435128934793,0.8799247957600227,0.977010185597671,0.5621717979832705,0.9279291085536769,1.0319954640035294
15m,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,1997,N_GE_100,0.5257886830245369,0.5038594165390283,0.547618921376377,0.4997078707954261,0.02608081222911074,0.0521921181421372,-0.0002961795189421209,0.0004522366410950607,-0.0008676610628129531,0.00027052797842157467,0.8340425300343433,0.5176862874194267,0.7845435128934793,0.8799247957600227,0.977010185597671,0.5621717979832705,0.9279291085536769,1.0319954640035294
1D,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,81,N_30_99,0.5061728395061729,0.3995059708753621,0.6122806998144883,0.46441281138790036,0.04176002811827251,0.08992006054585877,0.0003447846332607894,-0.007465718638903107,-0.008867522783971597,0.009698403706576984,11.008339616330968,7.899645588509606,8.766090164074058,13.382980689697952,14.220212193186295,9.948383414785681,11.758842627841542,17.22152350865164
1D,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,81,N_30_99,0.41975308641975306,0.3183079093457035,0.528465371686243,0.45276292335115864,-0.03300983693140558,-0.07290755322251385,0.014014207094357382,0.015339106621163223,-0.0028901051732914784,0.03150905327931025,11.008339616330968,7.899645588509606,8.766090164074058,13.382980689697952,14.220212193186295,9.948383414785681,11.758842627841542,17.22152350865164
1D,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,81,N_30_99,0.4444444444444444,0.3411937567641278,0.5527262070272198,0.4455357142857143,-0.001091269841269893,-0.0024493431307059943,0.01702584992320495,0.014231642694928048,-0.004732202315886912,0.03591214238803749,11.008339616330968,7.899645588509606,8.766090164074058,13.382980689697952,14.220212193186295,9.948383414785681,11.758842627841542,17.22152350865164
1D,DISCOVERY,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,81,N_30_99,0.4444444444444444,0.3411937567641278,0.5527262070272198,0.4260089686098655,0.01843547583457894,0.04327485380116958,0.03521636347448525,0.010356243042128233,-0.003196313958013685,0.07466153443171122,11.008339616330968,7.899645588509606,8.766090164074058,13.382980689697952,14.220212193186295,9.948383414785681,11.758842627841542,17.22152350865164
1D,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,77,N_30_99,0.5584415584415584,0.4473803679096196,0.6639484528955104,0.46441281138790036,0.09402874705365805,0.20246803005423697,-0.004624973727492467,-0.009365244536940653,-0.014872170501213136,0.005028932054234203,13.02994471652963,9.358256455706398,10.519886657779228,15.996278977048034,12.410092276192403,8.530894859637245,9.696147594966577,15.647770100677237
1D,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,77,N_30_99,0.5194805194805194,0.40963811196379796,0.6274714949712452,0.45276292335115864,0.06671759612936079,0.14735658042744637,0.0021386943301387224,-0.003236245954692629,-0.014518162646090625,0.01849929719738028,13.02994471652963,9.358256455706398,10.519886657779228,15.996278977048034,12.410092276192403,8.530894859637245,9.696147594966577,15.647770100677237
1D,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,77,N_30_99,0.5324675324675324,0.4221482516277276,0.6397010932640111,0.4455357142857143,0.08693181818181811,0.19511750774275805,0.0006728982614715742,-0.003376249212208471,-0.019215329847847934,0.020896383375845772,13.02994471652963,9.358256455706398,10.519886657779228,15.996278977048034,12.410092276192403,8.530894859637245,9.696147594966577,15.647770100677237
1D,DISCOVERY,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,77,N_30_99,0.5324675324675324,0.4221482516277276,0.6397010932640111,0.4260089686098655,0.10645856385766694,0.2498974709501025,0.003139759881150707,-0.01569202980356743,-0.041864200063819614,0.049222198192959934,13.02994471652963,9.358256455706398,10.519886657779228,15.996278977048034,12.410092276192403,8.530894859637245,9.696147594966577,15.647770100677237
1D,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,84,N_30_99,0.5952380952380952,0.4883404055387379,0.6938056391599015,0.5355871886120996,0.05965090662599559,0.11137478247112798,0.005740064942716559,0.0076182075545876415,-0.0034633817957597257,0.014922654082271322,14.377897522598996,10.26618500069511,11.795477298473033,16.976360325540124,11.053494645236887,8.107906304877863,8.806673539210394,13.50698806809091
1D,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,84,N_30_99,0.6428571428571429,0.5362111603479548,0.7370079067000043,0.5472370766488414,0.09562006620830155,0.1747324336900884,0.025549066663618974,0.02615190210973284,0.00753548807132779,0.040743960647707314,14.377897522598996,10.26618500069511,11.795477298473033,16.976360325540124,11.053494645236887,8.107906304877863,8.806673539210394,13.50698806809091
1D,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,84,N_30_99,0.6428571428571429,0.5362111603479548,0.7370079067000043,0.5535714285714286,0.0892857142857143,0.16129032258064524,0.022704120909637665,0.026078698387397514,-0.0009608070929049146,0.042597273754739394,14.377897522598996,10.26618500069511,11.795477298473033,16.976360325540124,11.053494645236887,8.107906304877863,8.806673539210394,13.50698806809091
1D,DISCOVERY,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,84,N_30_99,0.6190476190476191,0.5121524397704628,0.7155301161028366,0.5739910313901345,0.04505658765748455,0.07849702380952395,0.03995240491780316,0.02886355854186795,0.004740133602571939,0.07205778729378981,14.377897522598996,10.26618500069511,11.795477298473033,16.976360325540124,11.053494645236887,8.107906304877863,8.806673539210394,13.50698806809091
1D,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,66,N_30_99,0.6212121212121212,0.5005825419249831,0.728507284195839,0.5355871886120996,0.08562493260002157,0.1598711366153227,0.004392259036726544,0.012239109570258977,-0.008668520537288523,0.016708209604417087,13.19650953884882,8.842977613604557,10.835116403624355,15.717704484641045,11.651601020710869,7.501338248614722,8.769766656392255,14.795151309820236
1D,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,66,N_30_99,0.6060606060606061,0.48548180775863853,0.7149717900970809,0.5472370766488414,0.05882352941176472,0.10749185667752448,0.01307361541689242,0.017183454123533393,-0.00686544091196257,0.032455349924544415,13.19650953884882,8.842977613604557,10.835116403624355,15.717704484641045,11.651601020710869,7.501338248614722,8.769766656392255,14.795151309820236
1D,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,66,N_30_99,0.6212121212121212,0.5005825419249831,0.728507284195839,0.5535714285714286,0.06764069264069261,0.12218963831867047,0.012144261133852,0.022791009214754743,-0.01666164968921091,0.0380343042943931,13.19650953884882,8.842977613604557,10.835116403624355,15.717704484641045,11.651601020710869,7.501338248614722,8.769766656392255,14.795151309820236
1D,DISCOVERY,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,66,N_30_99,0.6060606060606061,0.48548180775863853,0.7149717900970809,0.5739910313901345,0.03206957467047156,0.055871212121212155,0.01773387805555051,0.01977332025595846,-0.021535146616852494,0.05517527668671437,13.19650953884882,8.842977613604557,10.835116403624355,15.717704484641045,11.651601020710869,7.501338248614722,8.769766656392255,14.795151309820236
1D,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,21,N_LT_30,0.5714285714285714,0.3654621629703244,0.7553030051347894,0.516042780748663,0.05538579067990834,0.1073279052553664,0.005145369398082829,-0.003994831145500255,-0.008404623631275214,0.01868018091643306,7.420902396954189,5.905937611050171,4.99896880797847,10.681811906425944,11.606388200974324,9.112083827503145,7.640111625729537,16.44738252993892
1D,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,21,N_LT_30,0.38095238095238093,0.20750767797982506,0.5912170418449848,0.47043010752688175,-0.08947772657450082,-0.19020408163265312,0.021714698013835125,0.02316891312233338,0.0027946826791095374,0.04143324981548974,7.420902396954189,5.905937611050171,4.99896880797847,10.681811906425944,11.606388200974324,9.112083827503145,7.640111625729537,16.44738252993892
1D,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,21,N_LT_30,0.38095238095238093,0.20750767797982506,0.5912170418449848,0.4702702702702703,-0.08931788931788937,-0.18992884510125896,0.0407831111073362,0.024541830090042405,0.006109038598621838,0.08059140901388785,7.420902396954189,5.905937611050171,4.99896880797847,10.681811906425944,11.606388200974324,9.112083827503145,7.640111625729537,16.44738252993892
1D,VALIDATION,OB,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,21,N_LT_30,0.47619047619047616,0.28343712296762946,0.6763078209973324,0.4438356164383562,0.03235485975211999,0.07289829512051726,0.03330809688210804,0.03353833738858247,-0.017638553992882496,0.09220869906517298,7.420902396954189,5.905937611050171,4.99896880797847,10.681811906425944,11.606388200974324,9.112083827503145,7.640111625729537,16.44738252993892
1D,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,19,N_LT_30,0.5263157894736842,0.31707482511825114,0.7267049451255145,0.516042780748663,0.010273008725021127,0.019907281156258616,0.012775567269518515,-0.0013283191744348777,-0.0023053718173038614,0.029449238844295986,9.015832744030496,8.060831114548341,6.124524462933768,12.172650946073894,10.247161862661459,4.118773388894384,5.692078957793498,14.856681609891568
1D,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,19,N_LT_30,0.47368421052631576,0.27329505487448547,0.6829251748817489,0.47043010752688175,0.0032541029994340165,0.006917293233082544,0.019448691599396814,0.00554942232875022,-0.013717060832868923,0.05840367890901974,9.015832744030496,8.060831114548341,6.124524462933768,12.172650946073894,10.247161862661459,4.118773388894384,5.692078957793498,14.856681609891568
1D,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,5,19,N_LT_30,0.5789473684210527,0.36275551465160105,0.7685837960796962,0.4702702702702703,0.10867709815078236,0.2310949788263763,0.0142782705508453,-0.02808528085280848,-0.026220628939279726,0.05846245539260165,9.015832744030496,8.060831114548341,6.124524462933768,12.172650946073894,10.247161862661459,4.118773388894384,5.692078957793498,14.856681609891568
1D,VALIDATION,OB,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,10,19,N_LT_30,0.631578947368421,0.4103915749815672,0.8085072762372616,0.4438356164383562,0.18774333093006484,0.4230019493177386,0.008072308950080966,-0.04008613462989352,-0.041403567094540655,0.06027664813738975,9.015832744030496,8.060831114548341,6.124524462933768,12.172650946073894,10.247161862661459,4.118773388894384,5.692078957793498,14.856681609891568
1D,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,1,25,N_LT_30,0.64,0.44518154601046633,0.7975234356826436,0.4839572192513369,0.15604278074866312,0.32243093922651944,0.0013709730814872546,0.0073287633060246105,-0.018023942768244875,0.015908831825589883,7.877109986680577,7.022330501364193,5.626127684228477,10.597283238172732,8.760403356264781,5.708867641793429,5.436570414578416,12.240210287025855
1D,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,3,25,N_LT_30,0.6,0.40739127785127344,0.7659694233580909,0.5295698924731183,0.07043010752688172,0.13299492385786804,-0.0009499714877465059,0.009726477772046271,-0.028891618653490925,0.022900267070598574,7.877109986680577,7.022330501364193,5.626127684228477,10.597283238172732,8.760403356264781,5.708867641793429,5.436570414578416,12.240210287025855
1D,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,5,25,N_LT_30,0.6,0.40739127785127344,0.7659694233580909,0.5297297297297298,0.07027027027027022,0.1326530612244896,0.0003684702680129348,0.029552333422415034,-0.039882678357682944,0.03308547037772783,7.877109986680577,7.022330501364193,5.626127684228477,10.597283238172732,8.760403356264781,5.708867641793429,5.436570414578416,12.240210287025855
1D,VALIDATION,OS,CAUSAL_DNO_QUANTILE_80_20_CONTROL_V1,STATE_BAND_CROSS,10,23,N_LT_30,0.5217391304347826,0.3296242986421849,0.7076313046005427,0.5561643835616439,-0.03442525312686129,-0.06189762261726295,0.0013515231537523677,0.0020157211261062624,-0.042423001444717695,0.04276660717098446,8.18222724087142,7.022330501364193,5.826610282141333,10.618753035239205,9.14491880395844,5.708867641793429,5.474251163802463,12.925491258667929
1D,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,1,19,N_LT_30,0.47368421052631576,0.27329505487448547,0.6829251748817489,0.4839572192513369,-0.010273008725021127,-0.021227100901424878,-0.013880467843624336,-0.0017330912102966334,-0.042054242877698746,0.0070883432932604086,6.4307451982585615,4.84893675780171,3.9988677371147623,9.645794157827229,12.764700662696324,10.190002761668048,8.783756611061913,16.955801848234234
1D,VALIDATION,OS,PROJECT_DYNAMIC_EXTREMA_V1,STATE_BAND_CROSS,3,19,N_LT_30,0.42105263157894735,0.2314162039203038,0.6372444853483988,0.5295698924731183,-0.10851726089417091,-0.20491584290675924,-0.019343910276903433,-0.006514304636517809,-0.04892039890913793,0.008112121026664747,6.4307451982585615,4.84893675780171,3.9988677371147623,9.645794157827229,12.764700662696324,10.190002761668048,8.783756611061913,16.955801848234234
