timestamp,candidate_index,template,rss_mb,vms_mb,active_stream_count,result_batch_rows
2026-09-08T06:13:27.666711+00:00,68,T1_DUAL_ANCHOR,309.2109375,2372.88671875,5,19
2026-09-08T06:13:34.334840+00:00,70,T1_DUAL_ANCHOR,308.09375,2372.88671875,5,21
2026-09-08T06:13:40.899789+00:00,72,T1_DUAL_ANCHOR,306.5859375,2372.88671875,5,23
2026-09-08T06:13:47.931431+00:00,74,T1_DUAL_ANCHOR,313.58203125,2372.88671875,5,25
2026-09-08T06:13:55.619102+00:00,76,T1_DUAL_ANCHOR,310.4609375,2372.88671875,5,27
2026-09-08T06:14:02.656783+00:00,78,T1_DUAL_ANCHOR,307.30859375,2372.88671875,5,29
2026-09-08T06:14:09.715199+00:00,80,T1_DUAL_ANCHOR,310.29296875,2372.88671875,5,31
2026-09-08T06:14:16.932508+00:00,82,T1_DUAL_ANCHOR,312.7109375,2372.88671875,5,33
2026-09-08T06:14:23.577857+00:00,84,T1_DUAL_ANCHOR,305.22265625,2372.88671875,5,35
2026-09-08T06:14:29.117607+00:00,86,T1_DUAL_ANCHOR,304.8125,2372.88671875,5,37
2026-09-08T06:14:35.804390+00:00,88,T1_DUAL_ANCHOR,306.71484375,2372.88671875,5,39
2026-09-08T06:14:42.111710+00:00,90,T1_DUAL_ANCHOR,305.2265625,2372.88671875,5,41
2026-09-08T06:14:48.978246+00:00,92,T1_DUAL_ANCHOR,310.30859375,2372.88671875,5,43
2026-09-08T06:14:56.283602+00:00,94,T1_DUAL_ANCHOR,308.32421875,2372.88671875,5,45
2026-09-08T06:15:02.965445+00:00,96,T1_DUAL_ANCHOR,307.46484375,2372.88671875,5,47
2026-09-08T06:15:09.679561+00:00,98,T1_DUAL_ANCHOR,313.51953125,2372.88671875,5,49
2026-09-08T06:15:17.025490+00:00,100,T1_DUAL_ANCHOR,269.40234375,2372.88671875,1,1
2026-09-08T06:15:23.638997+00:00,102,T1_DUAL_ANCHOR,268.8671875,2372.88671875,3,3
2026-09-08T06:15:30.342088+00:00,104,T1_DUAL_ANCHOR,271.0703125,2372.88671875,5,5
2026-09-08T06:15:37.212556+00:00,106,T1_DUAL_ANCHOR,276.07421875,2372.88671875,5,7
2026-09-08T06:15:43.814231+00:00,108,T1_DUAL_ANCHOR,269.50390625,2372.88671875,5,9
2026-09-08T06:15:50.683326+00:00,110,T1_DUAL_ANCHOR,267.89453125,2372.88671875,5,11
2026-09-08T06:15:57.700906+00:00,112,T1_DUAL_ANCHOR,267.3203125,2372.88671875,5,13
2026-09-08T06:16:04.659031+00:00,114,T1_DUAL_ANCHOR,269.41015625,2372.88671875,5,15
2026-09-08T06:16:11.948659+00:00,116,T1_DUAL_ANCHOR,267.6953125,2372.88671875,5,17
2026-09-08T06:16:20.579069+00:00,118,T1_DUAL_ANCHOR,270.43359375,2372.88671875,5,19
