timeframe,split,direction,distance_bin,sample_count,sample_flag,next_close_hit_rate,next_close_hit_wilson_lo,next_close_hit_wilson_hi,next_intrabar_touch_rate
2H,VALIDATION,OS,1.00-1.50,1064,N_GE_100,0.08364661654135339,0.06847130300163118,0.1018176237455568,0.11842105263157894
2H,VALIDATION,OS,1.50-2.00,537,N_GE_100,0.0595903165735568,0.04252366583215504,0.08291343072254785,0.0782122905027933
2H,VALIDATION,OS,>2.00,342,N_GE_100,0.05263157894736842,0.033547770588341276,0.0816541021765314,0.06432748538011696
30m,DISCOVERY,OS,0.00-0.25,6615,N_GE_100,0.4158730158730159,0.404047687359843,0.4277959996079793,0.872411186696901
30m,DISCOVERY,OS,0.25-0.50,7287,N_GE_100,0.3159050363661315,0.3053306311452528,0.3266734436655346,0.5929737889392068
30m,DISCOVERY,OS,0.50-0.75,7925,N_GE_100,0.2016403785488959,0.1929521568318044,0.21061771647730548,0.34788643533123026
30m,DISCOVERY,OS,0.75-1.00,8108,N_GE_100,0.12160828811050814,0.11467273337341065,0.12890223978681478,0.1978293043907252
30m,DISCOVERY,OS,1.00-1.50,12726,N_GE_100,0.06804966210906804,0.06380331697759117,0.07255671439938996,0.09767405311959768
30m,DISCOVERY,OS,1.50-2.00,6573,N_GE_100,0.03773010801764795,0.03338710690233436,0.04261314221420205,0.04792332268370607
30m,DISCOVERY,OS,>2.00,3670,N_GE_100,0.047683923705722074,0.041249837360483654,0.05506395036514938,0.054768392370572204
30m,VALIDATION,OS,0.00-0.25,2105,N_GE_100,0.39097387173396675,0.3703445718622869,0.41200038946624523,0.8498812351543943
30m,VALIDATION,OS,0.25-0.50,2419,N_GE_100,0.30095080611823066,0.28299971706684734,0.3195331105022351,0.5642827614716825
30m,VALIDATION,OS,0.50-0.75,2712,N_GE_100,0.19210914454277286,0.1777214684815238,0.20736785336994204,0.32927728613569324
30m,VALIDATION,OS,0.75-1.00,2733,N_GE_100,0.12440541529454811,0.11255615288798386,0.13730909324098461,0.19795096963044273
30m,VALIDATION,OS,1.00-1.50,4384,N_GE_100,0.06957116788321167,0.062410461410002976,0.0774855640071406,0.09876824817518248
30m,VALIDATION,OS,1.50-2.00,2255,N_GE_100,0.05454545454545454,0.04590733668562759,0.06469873679911785,0.06563192904656319
30m,VALIDATION,OS,>2.00,1346,N_GE_100,0.06909361069836553,0.056734837908268776,0.0839050712484797,0.07726597325408618
4H,DISCOVERY,OS,0.00-0.25,736,N_GE_100,0.39809782608695654,0.3633498056477271,0.4339040930246375,0.8980978260869565
4H,DISCOVERY,OS,0.25-0.50,780,N_GE_100,0.33205128205128204,0.299894343162336,0.36585445098178704,0.5871794871794872
4H,DISCOVERY,OS,0.50-0.75,856,N_GE_100,0.23948598130841123,0.21210019473599534,0.2691996167641694,0.3925233644859813
4H,DISCOVERY,OS,0.75-1.00,997,N_GE_100,0.1424272818455366,0.12210395052999634,0.16549560568349436,0.21263791374122368
4H,DISCOVERY,OS,1.00-1.50,1657,N_GE_100,0.06578153289076645,0.05482114632418889,0.07875065245541779,0.09837054918527459
4H,DISCOVERY,OS,1.50-2.00,964,N_GE_100,0.03630705394190872,0.026220000389996986,0.05007512889562166,0.04771784232365145
4H,DISCOVERY,OS,>2.00,594,N_GE_100,0.026936026936026935,0.01664679543043361,0.043304870696513724,0.03367003367003367
4H,VALIDATION,OS,0.00-0.25,253,N_GE_100,0.4624505928853755,0.4020327485071317,0.5239916961311198,0.8735177865612648
4H,VALIDATION,OS,0.25-0.50,283,N_GE_100,0.3215547703180212,0.2698388280599027,0.37805045996526515,0.5795053003533569
4H,VALIDATION,OS,0.50-0.75,352,N_GE_100,0.21306818181818182,0.1735075370807929,0.258824152075281,0.39204545454545453
4H,VALIDATION,OS,0.75-1.00,332,N_GE_100,0.13253012048192772,0.10022690914774873,0.17324010625475056,0.19879518072289157
4H,VALIDATION,OS,1.00-1.50,522,N_GE_100,0.0842911877394636,0.06338834700174761,0.11126805142698076,0.11494252873563218
4H,VALIDATION,OS,1.50-2.00,311,N_GE_100,0.028938906752411574,0.015297948157488417,0.05407534939912417,0.05144694533762058
4H,VALIDATION,OS,>2.00,196,N_GE_100,0.030612244897959183,0.014103666502553219,0.06516711595715485,0.03571428571428571
5m,DISCOVERY,OS,0.00-0.25,40705,N_GE_100,0.448323301805675,0.44349703537137575,0.4531593214629095,0.8559145068173443
5m,DISCOVERY,OS,0.25-0.50,42357,N_GE_100,0.35384942276365183,0.3493091097546464,0.3584162438417278,0.6105720424014921
5m,DISCOVERY,OS,0.50-0.75,44030,N_GE_100,0.23265955030660912,0.22873625777034776,0.23662948946893012,0.3792187145128322
5m,DISCOVERY,OS,0.75-1.00,43905,N_GE_100,0.13802528185855825,0.13483048147187318,0.14128342083613035,0.21560186766883044
5m,DISCOVERY,OS,1.00-1.50,76783,N_GE_100,0.06661630829740958,0.0648741230941231,0.0684018573571942,0.09680528241928552
5m,DISCOVERY,OS,1.50-2.00,47005,N_GE_100,0.03135836613126263,0.02982067611994863,0.03297265167819902,0.040208488458674606
5m,DISCOVERY,OS,>2.00,27503,N_GE_100,0.03534159909828019,0.033223473998948774,0.037589512396406774,0.03934116278224194
5m,VALIDATION,OS,0.00-0.25,12931,N_GE_100,0.4447451859871626,0.4361975679296671,0.45332562499447354,0.8343515582708221
5m,VALIDATION,OS,0.25-0.50,13371,N_GE_100,0.3516565701892155,0.3436067344434132,0.35979162206497334,0.5882880861566075
5m,VALIDATION,OS,0.50-0.75,14093,N_GE_100,0.23210104307102816,0.22520442193224427,0.2391436771483328,0.364791031008302
5m,VALIDATION,OS,0.75-1.00,14170,N_GE_100,0.1427664079040226,0.13710304791126066,0.14862341314923266,0.22025405786873678
5m,VALIDATION,OS,1.00-1.50,25416,N_GE_100,0.0764479068303431,0.07324478581933555,0.0797790473425517,0.10918319169027384
5m,VALIDATION,OS,1.50-2.00,16475,N_GE_100,0.040910470409711686,0.03799119959379342,0.04404379005013884,0.052321699544764795
5m,VALIDATION,OS,>2.00,11485,N_GE_100,0.047714410100130604,0.043964850162853425,0.05176643748933252,0.05189377448846321
6H,DISCOVERY,OS,0.00-0.25,489,N_GE_100,0.3885480572597137,0.34637460792691555,0.4324589970285102,0.885480572597137
6H,DISCOVERY,OS,0.25-0.50,555,N_GE_100,0.33693693693693694,0.29885290758108674,0.37726282897109553,0.6
6H,DISCOVERY,OS,0.50-0.75,628,N_GE_100,0.21019108280254778,0.1801340840520313,0.24377216080427444,0.35828025477707004
6H,DISCOVERY,OS,0.75-1.00,652,N_GE_100,0.13190184049079753,0.10807036761658999,0.16004559209075397,0.2254601226993865
6H,DISCOVERY,OS,1.00-1.50,1064,N_GE_100,0.07048872180451128,0.05660346533878781,0.08746434396925938,0.1118421052631579
6H,DISCOVERY,OS,1.50-2.00,671,N_GE_100,0.043219076005961254,0.03025795141137837,0.0613807383196637,0.05961251862891207
6H,DISCOVERY,OS,>2.00,384,N_GE_100,0.028645833333333332,0.016069085716050147,0.05056017736454771,0.0390625
6H,VALIDATION,OS,0.00-0.25,170,N_GE_100,0.4470588235294118,0.37430984553586605,0.5221476191906436,0.8411764705882353
6H,VALIDATION,OS,0.25-0.50,208,N_GE_100,0.3557692307692308,0.2938620627293385,0.42290744807496067,0.5528846153846154
6H,VALIDATION,OS,0.50-0.75,217,N_GE_100,0.21658986175115208,0.1669679372070296,0.27607177994770943,0.3870967741935484
6H,VALIDATION,OS,0.75-1.00,208,N_GE_100,0.13942307692307693,0.09886000397431782,0.1930637730364299,0.23557692307692307
6H,VALIDATION,OS,1.00-1.50,375,N_GE_100,0.10133333333333333,0.0747202009971431,0.13603173332052423,0.128
6H,VALIDATION,OS,1.50-2.00,201,N_GE_100,0.05472636815920398,0.030829484437093754,0.09532457801896986,0.06965174129353234
6H,VALIDATION,OS,>2.00,121,N_GE_100,0.01652892561983471,0.004544498317862633,0.058267897550181344,0.024793388429752067
8H,DISCOVERY,OS,0.00-0.25,354,N_GE_100,0.3983050847457627,0.3486618675622325,0.45013178862530967,0.884180790960452
8H,DISCOVERY,OS,0.25-0.50,422,N_GE_100,0.31516587677725116,0.2726758329327005,0.36099076986045076,0.6137440758293838
8H,DISCOVERY,OS,0.50-0.75,481,N_GE_100,0.23284823284823286,0.1972842315381878,0.27264574146742887,0.3700623700623701
8H,DISCOVERY,OS,0.75-1.00,513,N_GE_100,0.1267056530214425,0.10066793024433478,0.15829264878026383,0.21832358674463936
8H,DISCOVERY,OS,1.00-1.50,806,N_GE_100,0.05955334987593052,0.04520973768718682,0.07807560601459389,0.09925558312655088
8H,DISCOVERY,OS,1.50-2.00,503,N_GE_100,0.039761431411530816,0.02588440486686256,0.060615203689341195,0.0536779324055666
8H,DISCOVERY,OS,>2.00,296,N_GE_100,0.030405405405405407,0.016077105119947865,0.056766689737069984,0.04054054054054054
8H,VALIDATION,OS,0.00-0.25,137,N_GE_100,0.4306569343065693,0.35074717847414594,0.5143494975079503,0.8832116788321168
8H,VALIDATION,OS,0.25-0.50,138,N_GE_100,0.2536231884057971,0.18838329918622307,0.3322086851117544,0.6014492753623188
8H,VALIDATION,OS,0.50-0.75,173,N_GE_100,0.18497109826589594,0.13417968576824785,0.24944950555325118,0.3236994219653179
8H,VALIDATION,OS,0.75-1.00,159,N_GE_100,0.11949685534591195,0.07784958491926923,0.17909704296942752,0.18867924528301888
8H,VALIDATION,OS,1.00-1.50,279,N_GE_100,0.06810035842293907,0.044027015485647206,0.10390596184159177,0.0967741935483871
8H,VALIDATION,OS,1.50-2.00,150,N_GE_100,0.08666666666666667,0.05134668856955886,0.1426294531242353,0.08666666666666667
8H,VALIDATION,OS,>2.00,88,N_30_99,0.011363636363636364,0.00200873360043052,0.06159643007267622,0.022727272727272728
