horizon_minutes,month,trade_count,gross_return_percent,net_return_percent,profit_factor,max_drawdown_percent,max_drawdown_usdt_normalized,ending_equity_normalized_100
30,2025-01,402,7.717030498507271,-36.14588363533979,0.5586528827349804,36.782538658113715,37.03780542107876,63.85411636466021
30,2025-02,342,-18.45540816392838,-47.74335615031566,0.43582325469522437,48.04836022645274,48.04836022645274,52.25664384968434
30,2025-03,438,14.568169305889445,-35.17818622143742,0.5912496263352578,35.60542448519049,35.678719591188255,64.82181377856257
30,2025-04,418,1.474701054859584,-41.08956585788689,0.541856098786126,41.21666261300115,41.27161123505793,58.91043414211311
30,2025-05,389,8.711298396067168,-34.459929977696234,0.5710785403295812,34.85765634588531,35.0704796538038,65.54007002230377
30,2025-06,398,24.10450164043254,-26.037707084307815,0.6230948459772527,26.238480512287754,26.28674176148641,73.96229291569219
30,2025-07,414,16.046498143122978,-32.26721221065908,0.5690834520072453,32.41143978395884,32.41143978395884,67.73278778934092
30,2025-08,386,0.42713501905222717,-39.21924398368547,0.47210115588415,40.07716790021959,40.41852258157916,60.78075601631453
30,2025-09,395,7.673890464488298,-35.58660864584,0.39878223851032957,36.33147671320713,36.6515326690879,64.41339135416
30,2025-10,396,-17.317353062400255,-50.61589028820439,0.33530427109333294,50.697245009830816,50.78090078638577,49.38410971179562
30,2025-11,365,5.325242505380312,-34.479821332608786,0.5517595731369195,35.24849832174758,35.3146678169139,65.52017866739122
30,2025-12,388,-5.910769942471427,-43.20510981153669,0.3889692395790092,43.274738071716754,43.274738071716754,56.79489018846331
30,2026-01,391,8.497464781366615,-34.746730034991494,0.4482113238983509,35.62754688287419,35.67815516583698,65.25326996500851
30,2026-02,362,-8.812001600867191,-43.05841145704328,0.5310766432155297,47.627564006496726,51.458874935897995,56.94158854295672
30,2026-03,369,-7.052583707154159,-42.49325951171801,0.42084872982965815,42.871344830175325,42.905734062775,57.50674048828199
30,2026-04,352,-11.985353737179016,-44.33165327078012,0.25921463103745573,44.64866754240093,44.904384328092334,55.66834672921988
30,2026-05,396,3.3958493235156206,-38.22507372340844,0.3150831748805982,38.22507372340844,38.22507372340844,61.77492627659156
30,2026-06,415,-10.034307295407242,-47.57162014745955,0.39900682785371594,47.81982331783602,48.04728578555868,52.42837985254045
30,2026-07,411,1.4068436362476344,-40.589624202944485,0.3558476792974672,40.775940666617785,40.90422010496547,59.410375797055515
60,2023-06,118,0.6230489047373888,-13.69675967996674,0.4775148005533847,15.527554612868668,15.52755461286867,86.30324032003325
60,2023-07,306,-4.229607586347517,-35.6828541417441,0.21825626438399198,35.72336014094667,35.74587236934808,64.3171458582559
60,2023-08,304,-9.431696785490129,-39.020097969571985,0.18305223364593284,39.343997604891726,39.48573139797715,60.979902030428015
60,2023-09,303,2.4989164645476514,-30.888759781726737,0.3026415373413497,30.927497761567324,30.927497761567324,69.11124021827327
60,2023-10,316,-6.413070702067348,-37.96831192456851,0.32608783923570045,38.20413901428113,38.2044178555855,62.03168807543149
60,2023-11,308,5.7480478132931445,-29.16169334947394,0.5377103269181941,29.475407949445565,29.563782823974066,70.83830665052606
60,2023-12,321,1.4161218399152853,-33.21040350097966,0.5138807521421471,33.44756011749655,33.44756011749655,66.78959649902035
60,2024-01,313,18.259632980462605,-21.277697515549786,0.6929443684782317,21.435363823016253,21.478381073876577,78.72230248445021
60,2024-02,277,-7.572245272261624,-35.55410549031812,0.3965545580662329,36.15157357775223,36.15157357775223,64.44589450968188
60,2024-03,291,14.867390732274144,-21.317953269599943,0.7503797014810332,22.881165256492647,23.32900944949793,78.68204673040006
60,2024-04,287,-17.542706142709584,-43.24269303382522,0.49254421607430815,43.41309738431934,43.41309738431934,56.75730696617478
60,2024-05,301,4.65160734182295,-29.25528096190597,0.5933197897405517,29.255280961905967,29.255280961905967,70.74471903809403
60,2024-06,289,5.468848610707733,-27.56984310430538,0.4813852439974607,27.736816886976584,27.736816886976584,72.43015689569462
60,2024-07,319,-2.5852053456125956,-35.677528207586725,0.4948986218712664,36.389751201616946,36.65725648811079,64.32247179241327
60,2024-08,307,3.5853022019155967,-30.522073718816443,0.6665600423318114,32.426301213975506,33.26282375382266,69.47792628118356
60,2024-09,298,16.10678986905181,-21.190766659487505,0.6523309261982028,25.546906708373225,25.715403387488735,78.80923334051249
60,2024-10,300,-9.62149493187836,-38.83415768809102,0.3846782363416332,39.14381490927501,39.14381490927501,61.16584231190898
60,2024-11,297,8.9931912733914,-25.942444637558427,0.6964386536862341,27.812453166781324,28.349548136407464,74.05755536244158
60,2024-12,316,-0.7689577459635721,-34.220947223928746,0.6328692084463436,34.24540796641,34.25814727600839,65.77905277607125
60,2025-01,309,-16.16000322778127,-43.92572948476071,0.49258863594952573,44.5533714171361,45.057704409867995,56.07427051523929
60,2025-02,286,-1.2387824127694014,-31.90787564501967,0.6836462796728954,33.27708917996982,33.27708917996982,68.09212435498033
60,2025-03,322,12.114192455613782,-26.251328423174446,0.7180981401627803,29.585753074491105,30.04127329874585,73.74867157682556
60,2025-04,303,2.0331743883296616,-31.198635097005766,0.6670309990819328,34.81257458879156,36.43278465996042,68.80136490299424
60,2025-05,307,11.377578729536575,-25.29296392906225,0.7051651821206261,25.78562086624642,25.78562086624642,74.70703607093775
60,2025-06,301,-2.644118838131637,-34.1928972383417,0.548697934892451,34.1928972383417,34.1928972383417,65.8071027616583
60,2025-07,306,-0.5298768632309159,-33.20627029355475,0.5240270759208336,34.37535168458813,34.43035513874081,66.79372970644525
60,2025-08,324,-2.9807616906531775,-36.354304479756394,0.57735712700934,38.13998898068762,38.35084495892815,63.645695520243606
60,2025-09,298,-5.86593024058808,-36.12244074471314,0.40947384575351553,36.2703450491419,36.35452156257228,63.87755925528686
60,2025-10,322,-17.49029610458932,-45.74112218148619,0.4677655591862403,46.16375682526748,46.16375682526748,54.25887781851381
60,2025-11,300,9.78511629664871,-25.677955059666115,0.7147392553570813,30.506231005253614,32.217313593517886,74.32204494033388
60,2025-12,303,2.6991475093219863,-30.753898140747825,0.5812506097871671,32.033712372748916,32.6233849095871,69.24610185925218
60,2026-01,299,-5.281109797781081,-35.80457254750019,0.4593879877971244,35.89713836830196,35.94897455771559,64.19542745249981
60,2026-02,294,7.45042609689992,-26.684361028768688,0.719739847989027,30.401963746303867,32.025894953639664,73.31563897123131
60,2026-03,294,5.236293583708385,-28.202192951018855,0.6213504334730591,28.42064103972882,28.42064103972882,71.79780704898114
60,2026-04,290,5.37122613157528,-27.735981860011872,0.5618174488401334,29.39609167475244,30.025911899592515,72.26401813998812
60,2026-05,302,2.4960284636109886,-30.80140940604479,0.4017724278584065,30.89747427366906,30.89747427366906,69.19859059395522
60,2026-06,295,11.3457209203766,-24.12535454706476,0.6873370979314736,25.438578482268603,25.830206535883107,75.87464545293524
60,2026-07,302,-7.8494340621145575,-37.80008854934399,0.4057134179602932,38.2546784778586,38.2546784778586,62.19991145065601
