horizon_minutes,block,trade_count,gross_return_percent,net_return_percent,profit_factor,max_drawdown_percent,max_drawdown_usdt_normalized,ending_equity_normalized_100
30,OOS_BLOCK_1,5264,21.516155173394225,-99.87095763231314,0.21921063638386518,99.87123487866253,99.87123487866253,0.12904236768685654
30,OOS_BLOCK_2,4971,149.60272379483186,-99.61167156675921,0.4887655492743011,99.61873251856963,100.28810052230075,0.3883284332407776
30,OOS_BLOCK_3,4816,-26.03366600841811,-99.85935909710783,0.4892467864248387,99.86432795866686,103.52176552234717,0.14064090289217948
60,OOS_BLOCK_1,3762,3.738719170962579,-99.22291941610477,0.344899646684482,99.22291941610477,99.22291941610477,0.7770805838952235
60,OOS_BLOCK_2,3803,8.852049446416288,-99.2271764047263,0.5839038954501543,99.24250259135933,99.91326799651658,0.7728235952737122
60,OOS_BLOCK_3,3763,7.199350884616407,-99.19778540172437,0.5631609548782275,99.20619401014626,99.52433115641551,0.8022145982756141
